Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lauri Markkanen,35:47,.873,.875,.650,.200,0.0,16.8,7.8,4.5,1.4,0.0,4.4,26.9,160,115,15.8
Jarred Vanderbilt,32:23,.628,.615,.308,.231,12.9,33.4,22.4,24.3,3.0,0.0,12.3,21.3,136,108,7.9
Jordan Clarkson,29:59,.595,.567,.467,.400,7.0,8.0,7.4,26.8,1.6,0.0,10.2,27.7,128,116,3.9
Walker Kessler,27:11,.635,.714,.000,.286,15.4,17.7,16.4,4.6,0.0,6.3,11.3,13.8,131,113,-2.2
Mike Conley,26:14,.470,.500,.714,.143,4.0,9.1,6.4,30.9,1.9,0.0,0.0,12.0,141,115,-0.3
Malik Beasley,24:56,.567,.567,.600,.000,0.0,14.4,6.7,0.0,0.0,0.0,0.0,25.5,114,119,-4.0
Rudy Gay,22:10,.481,.357,.286,.429,0.0,21.7,10.1,0.0,4.4,3.9,19.4,19.7,82,104,-4.9
Nickeil Alexander-Walker,19:07,.250,.250,.750,.000,0.0,0.0,0.0,16.9,0.0,9.0,20.0,11.1,79,114,-8.1
Udoka Azubuike,6:33,1.000,1.000,.000,.000,15.9,36.6,25.6,18.5,0.0,0.0,0.0,6.5,219,114,10.0
Simone Fontecchio,5:04,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0,121,-19.7
Ochai Agbaji,2:39,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,137,122,12.8
Leandro Bolmaro,2:39,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,75.0,63.9,0,118,-98.5
Talen Horton-Tucker,2:39,,,,,0.0,0.0,0.0,38.5,0.0,0.0,,0.0,243,122,3.6
Micah Potter,2:39,,,,,0.0,0.0,0.0,38.5,0.0,0.0,,0.0,243,122,8.7
