Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lauri Markkanen,39:19,.517,.361,.278,.778,8.1,34.5,21.5,4.0,1.2,0.0,4.0,26.0,121,113,2.2
Jordan Clarkson,34:20,.725,.711,.579,.368,6.2,12.2,9.2,24.7,0.0,0.0,15.3,30.8,130,120,11.6
Malik Beasley,33:37,.472,.375,.667,.333,0.0,15.5,7.8,17.7,1.5,0.0,17.9,20.2,96,116,-1.8
Mike Conley,32:51,.604,.500,.556,.444,0.0,0.0,0.0,18.2,0.0,0.0,21.8,17.0,110,122,-5.2
Walker Kessler,30:23,.333,.333,.000,.000,21.1,17.2,19.1,9.5,0.0,3.0,10.0,13.4,103,116,-5.0
Nickeil Alexander-Walker,22:28,.553,.550,.400,.400,0.0,18.6,9.4,23.5,0.0,4.0,7.8,23.0,116,115,4.1
Ochai Agbaji,17:57,.250,.250,.500,.000,5.9,17.4,11.8,15.1,0.0,0.0,0.0,9.0,96,119,-5.5
Jarred Vanderbilt,17:06,.644,.667,.000,.667,18.7,12.2,15.4,8.7,0.0,0.0,0.0,9.2,159,120,2.9
Rudy Gay,6:51,.902,.833,.333,.667,0.0,30.5,15.4,0.0,7.1,13.2,20.5,28.9,135,89,25.5
Simone Fontecchio,5:08,,,,,0.0,20.3,10.3,0.0,0.0,0.0,100.0,7.9,0,118,-15.5
Johnny Juzang,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Micah Potter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
