Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lauri Markkanen,35:40,.458,.318,.455,.545,9.8,14.7,12.6,9.0,0.0,0.0,3.5,34.3,106,123,-1.8
Talen Horton-Tucker,34:58,.405,.444,.389,.222,6.7,15.0,11.4,38.7,1.4,0.0,13.2,28.2,89,120,-1.4
Walker Kessler,29:55,.738,.800,.000,.500,3.9,20.4,13.4,6.4,1.7,17.3,0.0,17.7,147,106,14.6
Kelly Olynyk,29:07,.644,.500,.500,.667,0.0,21.0,12.0,34.9,0.0,0.0,27.9,16.0,114,120,0.9
Ochai Agbaji,24:25,.563,.563,.875,.000,4.8,10.7,8.2,6.1,0.0,0.0,33.3,21.3,75,125,-10.9
Juan Toscano-Anderson,23:06,.600,.600,.200,.000,0.0,3.8,2.2,0.0,0.0,0.0,0.0,9.4,119,129,-7.2
Kris Dunn,22:28,.654,.667,.000,.333,5.2,7.8,6.7,36.3,0.0,0.0,0.0,13.3,153,127,3.8
Damian Jones,18:05,.750,.750,1.000,.000,12.9,14.5,13.8,0.0,0.0,0.0,50.0,9.6,84,123,-10.0
Johnny Juzang,12:40,.357,.357,.714,.000,0.0,6.9,3.9,12.5,0.0,0.0,0.0,23.9,83,127,-8.6
Jarrell Brantley,9:36,.500,.500,.500,.000,0.0,9.1,5.2,0.0,0.0,0.0,0.0,9.0,101,126,-7.1
Udoka Azubuike,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
