Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jordan Clarkson,32:10,.505,.452,.286,.190,2.7,6.2,3.7,0.0,1.5,0.0,11.6,32.8,94,127,-2.2
Lauri Markkanen,31:54,.732,.708,.500,.833,2.7,31.3,11.3,5.9,3.1,0.0,10.9,23.6,133,122,10.4
Mike Conley,28:23,.438,.438,.375,.000,3.0,7.0,4.2,49.2,3.4,0.0,27.3,15.9,96,122,0.0
Walker Kessler,25:29,.814,1.000,.000,.800,6.7,31.4,14.1,7.1,1.9,8.6,12.9,12.5,138,118,4.2
Jarred Vanderbilt,23:51,.470,.429,.143,.143,10.8,25.2,15.1,0.0,0.0,0.0,28.7,17.9,78,129,-11.2
Malik Beasley,23:02,.150,.150,.900,.000,3.7,17.4,7.8,12.3,0.0,0.0,0.0,17.8,52,130,-13.5
Nickeil Alexander-Walker,19:07,.286,.286,.143,.000,4.5,10.5,6.3,24.3,0.0,0.0,0.0,15.0,88,130,-8.5
Talen Horton-Tucker,14:31,.381,.286,.286,.286,5.9,0.0,4.1,0.0,3.4,0.0,20.2,27.9,70,123,-11.1
Rudy Gay,12:29,.644,.500,.667,.667,6.9,16.0,9.6,12.0,0.0,0.0,0.0,12.7,154,130,4.1
Simone Fontecchio,10:19,.375,.375,.750,.000,0.0,0.0,0.0,0.0,4.7,0.0,0.0,15.9,83,120,-1.3
Ochai Agbaji,6:15,.000,.000,.500,.000,0.0,0.0,0.0,21.3,0.0,0.0,0.0,13.1,29,131,-15.7
Udoka Azubuike,6:15,.667,.667,.000,.000,27.4,64.0,38.4,37.2,0.0,0.0,0.0,19.7,156,127,13.5
Leandro Bolmaro,6:15,.250,.250,.000,.000,13.7,0.0,9.6,0.0,7.8,0.0,0.0,26.2,69,113,-3.0
Micah Potter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
