Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lauri Markkanen,39:00,.715,.725,.450,.350,5.4,11.2,8.2,9.4,2.2,2.8,8.0,25.9,130,107,8.4
Talen Horton-Tucker,33:35,.615,.536,.214,.500,0.0,19.5,9.5,18.4,2.6,3.2,22.6,26.5,100,106,0.7
Simone Fontecchio,28:41,.375,.375,.875,.000,0.0,11.4,5.6,4.4,0.0,0.0,11.1,12.7,70,115,-8.6
Kelly Olynyk,27:40,.542,.375,.375,.875,7.5,19.7,13.5,14.5,3.1,0.0,21.3,20.5,103,107,-1.6
Ochai Agbaji,25:54,.253,.227,.545,.182,0.0,4.2,2.1,9.9,0.0,0.0,14.4,21.6,52,115,-17.2
Kris Dunn,23:58,.619,.563,.250,.250,0.0,36.4,17.8,30.4,1.8,0.0,18.4,18.3,115,109,-0.1
Damian Jones,23:24,1.167,1.167,.333,.000,4.5,23.3,13.7,5.9,0.0,0.0,0.0,5.2,233,114,1.9
Rudy Gay,16:39,.714,.714,.714,.000,6.3,32.8,19.2,39.1,2.6,6.6,12.5,19.4,137,102,14.5
Johnny Juzang,14:08,.278,.278,.667,.000,0.0,0.0,0.0,0.0,3.1,7.7,0.0,25.7,56,102,-9.2
Juan Toscano-Anderson,7:01,.625,.625,.500,.000,0.0,62.2,30.4,25.0,6.2,0.0,0.0,23.0,127,97,17.4
Udoka Azubuike,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Micah Potter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
