Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dennis Schröder,34:47,.685,.679,.571,.214,0.0,5.4,3.1,3.3,0.0,0.0,16.4,21.8,107,111,-5.0
LeBron James,32:47,.578,.553,.263,.316,0.0,20.1,11.4,40.3,0.0,0.0,18.8,33.6,110,109,0.5
Thomas Bryant,27:56,.738,.708,.167,.167,17.6,30.3,24.8,0.0,1.6,2.6,7.2,20.6,142,101,4.0
Patrick Beverley,24:07,.500,.500,.600,.000,0.0,15.6,8.8,16.9,0.0,3.1,0.0,8.6,130,106,-1.3
Juan Toscano-Anderson,21:19,.667,.667,.333,.000,5.8,13.2,10.0,4.8,4.2,3.5,25.0,7.8,114,97,1.8
Russell Westbrook,30:39,.605,.571,.286,.143,0.0,33.8,19.1,35.2,2.9,2.4,11.8,22.8,126,98,7.2
Kendrick Nunn,26:53,.681,.656,.438,.125,0.0,10.5,6.0,10.2,1.6,0.0,0.0,26.0,136,107,5.1
Wenyen Gabriel,19:29,.820,1.000,.000,.500,12.6,14.5,13.7,10.7,0.0,0.0,45.0,9.4,114,109,-2.5
Max Christie,16:05,.800,.800,.400,.000,0.0,5.9,3.3,21.3,0.0,4.6,28.6,18.0,117,106,4.1
Sterling Brown,3:24,.000,.000,1.000,.000,0.0,27.7,15.7,27.7,0.0,0.0,0.0,12.2,63,107,-12.7
Scotty Pippen Jr.,1:17,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0,112,-41.2
Cole Swider,1:17,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,300,112,62.1
Damian Jones,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
