Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Thomas Bryant,31:43,.851,.600,.200,2.000,3.2,11.4,7.6,9.3,2.9,4.8,9.6,13.4,168,115,8.0
Austin Reaves,28:26,.402,.375,.500,.083,3.6,3.2,3.4,16.7,0.0,0.0,0.0,17.9,99,127,-6.6
Dennis Schröder,27:41,.688,.550,.400,.700,0.0,16.4,8.7,18.4,0.0,0.0,13.3,22.3,129,122,1.6
Lonnie Walker IV,25:32,.375,.375,.438,.000,0.0,10.6,5.6,0.0,0.0,0.0,5.9,27.2,74,124,-12.6
Juan Toscano-Anderson,15:39,.521,.500,.000,1.000,0.0,17.4,9.2,18.1,0.0,0.0,25.8,10.1,94,121,-3.3
Russell Westbrook,28:06,.498,.423,.308,.538,14.5,16.1,15.4,24.0,1.6,0.0,23.7,30.7,94,118,-3.9
Damian Jones,25:16,.850,.800,.000,.400,16.2,21.5,19.0,6.5,0.0,3.0,14.5,11.1,160,118,5.2
Troy Brown Jr.,23:16,.515,.333,.500,.667,0.0,15.6,8.3,0.0,0.0,0.0,20.5,17.2,86,122,-8.7
Kendrick Nunn,21:00,.540,.500,.385,.154,0.0,8.6,4.6,9.8,6.5,0.0,6.7,29.0,105,110,3.2
Max Christie,13:21,.500,.500,.600,.000,0.0,20.4,10.8,0.0,0.0,0.0,16.7,18.4,82,120,-7.3
Patrick Beverley,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Wenyen Gabriel,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
