Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
CJ McCollum,37:11,.685,.648,.519,.185,2.8,20.5,11.5,44.8,1.3,4.2,14.6,36.8,132,113,14.0
Herbert Jones,34:26,.676,.625,.500,.250,3.0,6.3,4.6,7.3,2.7,2.2,18.4,12.7,123,116,0.2
Trey Murphy III,27:47,.735,.688,.375,.625,0.0,15.7,7.7,4.9,3.4,0.0,0.0,14.7,160,113,2.4
Jonas Valančiūnas,25:50,.508,.429,.143,.286,20.2,21.1,20.6,5.7,1.8,0.0,11.3,27.5,114,114,-8.8
Naji Marshall,24:46,.583,.583,.333,.000,8.4,13.2,10.8,10.2,0.0,0.0,25.0,12.9,108,121,-7.0
Jose Alvarado,24:55,.409,.409,.364,.000,4.2,4.4,4.3,15.9,5.7,0.0,0.0,17.7,112,111,-0.6
Willy Hernangómez,22:10,.716,.500,.167,1.167,18.8,14.8,16.8,28.9,2.1,7.0,30.6,23.6,127,111,4.6
Dyson Daniels,19:40,.250,.250,.250,.000,0.0,16.6,8.1,5.9,0.0,0.0,20.0,10.2,58,120,-13.9
Jaxson Hayes,12:26,.750,.750,.250,.000,8.4,17.5,12.9,0.0,0.0,6.2,20.0,16.1,119,116,-2.0
Devonte' Graham,8:50,.798,.750,1.000,2.000,11.8,0.0,6.0,14.1,0.0,0.0,0.0,17.0,183,125,9.0
Garrett Temple,1:59,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0,125,-30.1
