Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Paul George,38:02,.666,.614,.636,.364,0.0,28.8,13.6,17.3,1.3,0.0,16.4,36.4,111,113,5.2
Marcus Morris,37:34,.547,.531,.438,.063,0.0,11.0,5.2,11.7,1.3,0.0,19.6,24.7,89,116,-5.1
Ivica Zubac,34:47,.500,.500,.000,.000,10.6,23.7,16.8,7.9,4.2,3.9,7.7,17.0,105,105,2.0
Terance Mann,29:45,.875,.875,.125,.000,4.1,9.2,6.5,15.3,3.3,0.0,0.0,12.2,179,112,7.2
Reggie Jackson,19:41,.500,.500,.333,.000,0.0,7.0,3.3,0.0,2.5,0.0,25.0,9.2,69,114,-7.0
John Wall,28:19,.358,.400,.267,.267,0.0,14.5,6.9,31.0,3.4,0.0,5.6,28.5,81,110,-4.9
Nicolas Batum,23:25,.500,.500,1.000,.000,0.0,17.6,8.3,10.0,0.0,5.9,25.0,7.8,89,115,-3.9
Norman Powell,21:04,.375,.375,.375,.000,0.0,13.0,6.2,6.3,2.3,0.0,0.0,17.2,79,113,-8.4
Robert Covington,6:25,,,,,0.0,0.0,0.0,17.4,0.0,0.0,,0.0,219,122,-6.3
Amir Coffey,0:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,-7.1
Brandon Boston Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Moses Brown,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
