Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kawhi Leonard,27:26,.322,.250,.375,.375,5.0,21.3,13.8,21.9,3.5,0.0,9.7,35.0,74,126,-14.6
Russell Westbrook,25:51,.493,.375,.417,.417,0.0,13.6,7.3,29.4,0.0,0.0,22.0,32.7,89,137,-14.3
Eric Gordon,24:09,1.276,1.300,.600,.400,0.0,14.5,7.8,6.8,2.0,0.0,25.4,15.2,157,132,7.0
Marcus Morris,22:05,.333,.333,.333,.000,0.0,10.6,5.7,5.9,0.0,0.0,0.0,6.3,81,137,-9.4
Ivica Zubac,17:30,.825,.857,.000,.286,0.0,33.4,18.0,24.3,0.0,8.8,0.0,20.9,162,125,9.0
Bones Hyland,23:51,.723,.708,.667,.083,0.0,9.8,5.3,56.6,0.0,0.0,28.7,34.0,108,138,-1.4
Nicolas Batum,20:21,1.009,1.000,1.000,.167,0.0,5.8,3.1,8.0,2.4,0.0,13.4,17.0,144,133,8.6
Terance Mann,19:52,.868,.750,.500,1.000,0.0,5.9,3.2,13.2,2.4,0.0,41.0,11.4,110,133,-5.9
Mason Plumlee,18:11,.868,1.000,.000,1.000,7.5,25.8,17.4,23.5,2.6,8.5,25.8,9.9,153,121,7.8
Robert Covington,16:05,1.100,1.100,.600,.000,0.0,14.6,7.9,11.0,5.9,4.8,16.7,17.3,145,119,17.6
Amir Coffey,9:37,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,8.1,50.0,9.7,0,134,-13.3
Moussa Diabaté,8:16,.500,.500,.000,.000,0.0,0.0,0.0,0.0,5.8,0.0,0.0,11.2,90,126,-8.4
Xavier Moon,6:46,.000,.000,.000,.000,0.0,17.3,9.3,36.4,0.0,0.0,0.0,13.7,60,136,-15.5
