Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Paul George,34:06,.353,.262,.286,.333,0.0,13.4,6.5,20.9,0.0,5.9,7.7,33.4,79,113,-7.2
Reggie Jackson,33:20,.600,.600,1.000,.000,3.2,17.1,9.9,27.8,1.5,0.0,37.5,10.5,99,114,-2.1
Marcus Morris,28:14,.722,.722,.556,.000,7.6,16.2,11.7,13.3,0.0,0.0,10.0,15.5,132,118,4.1
Ivica Zubac,27:42,.752,.750,.000,.750,19.3,41.3,29.9,0.0,0.0,0.0,32.0,24.7,104,113,-4.2
Luke Kennard,24:15,.827,.800,.800,.200,0.0,14.1,6.8,0.0,0.0,0.0,26.9,13.4,105,118,-4.0
Norman Powell,26:31,.522,.464,.071,.214,4.0,4.3,4.2,7.8,3.7,3.8,0.0,25.3,113,108,5.6
John Wall,24:25,.568,.545,.364,.273,0.0,4.7,2.3,48.8,2.0,0.0,19.6,27.4,104,115,1.9
Terance Mann,19:09,.200,.200,.600,.000,0.0,17.9,8.6,15.9,0.0,5.2,0.0,11.4,64,113,-7.1
Nicolas Batum,17:36,.000,.000,.600,.000,6.1,32.5,18.8,8.0,0.0,11.4,0.0,12.4,26,106,-7.8
Moses Brown,2:21,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,121,-8.7
Amir Coffey,2:21,.500,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,96,121,-3.6
Robert Covington,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
