Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kawhi Leonard,41:24,.653,.607,.286,.214,3.1,20.3,12.0,18.8,0.0,1.7,6.1,35.0,133,133,10.2
Russell Westbrook,39:39,.594,.583,.333,.278,0.0,9.1,4.7,38.9,1.3,1.8,4.7,23.7,136,134,6.8
Norman Powell,31:59,.558,.444,.444,.444,4.1,15.0,9.7,8.3,1.6,0.0,35.8,23.3,81,132,-12.0
Ivica Zubac,29:35,.868,.833,.000,1.000,4.4,20.3,12.6,0.0,0.0,2.4,0.0,13.0,183,132,3.0
Nicolas Batum,23:35,.500,.500,.500,.000,5.5,10.2,7.9,15.3,0.0,0.0,0.0,3.8,158,137,-1.2
Terance Mann,24:30,.500,.500,.500,.000,15.9,4.9,10.2,15.4,2.1,2.8,14.3,12.7,123,133,1.6
Mason Plumlee,18:12,.600,.600,.000,.000,21.4,13.2,17.1,7.7,2.9,0.0,16.7,14.6,124,130,-3.8
Robert Covington,15:53,.410,.375,.750,.500,8.2,7.6,7.8,7.8,0.0,0.0,17.0,16.4,91,138,-10.8
Bones Hyland,15:11,.357,.357,.571,.000,0.0,7.9,4.1,8.9,3.4,0.0,12.5,23.4,75,131,-11.0
Brandon Boston Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Amir Coffey,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Moussa Diabaté,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Xavier Moon,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
