Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Paul George,30:54,.656,.600,.667,.267,4.6,20.1,14.1,41.3,1.4,5.1,29.5,31.2,108,94,5.1
Kawhi Leonard,30:54,.546,.458,.333,.500,0.0,20.1,12.4,18.7,1.4,0.0,6.4,20.6,118,97,0.6
Marcus Morris,26:41,.825,.786,.571,.286,0.0,10.0,6.1,0.0,1.7,5.9,20.2,15.0,115,96,5.1
Ivica Zubac,22:36,.667,.667,.000,.000,18.7,19.7,19.3,5.8,0.0,3.5,40.0,9.0,112,98,-4.2
Reggie Jackson,21:45,.850,.800,.800,.400,0.0,8.2,5.0,19.3,2.0,0.0,25.4,14.7,132,99,3.8
Luke Kennard,24:15,.750,.750,1.000,.000,0.0,11.0,6.7,17.9,0.0,0.0,11.1,15.1,133,103,5.2
Nicolas Batum,20:27,1.050,1.050,1.000,.000,0.0,30.4,18.7,19.1,2.2,0.0,16.7,23.8,141,92,22.5
Norman Powell,19:28,.632,.500,.250,.875,0.0,9.1,5.6,15.8,0.0,4.0,21.3,29.4,107,101,-5.2
John Wall,19:05,.333,.333,.500,.000,0.0,9.3,5.7,21.0,2.3,4.1,40.0,21.3,59,95,-12.5
Terance Mann,13:52,.680,.600,.600,.400,0.0,25.6,15.7,10.2,0.0,0.0,33.8,26.0,89,99,-5.1
Moses Brown,3:21,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,105,-13.4
Amir Coffey,3:21,,,,,0.0,0.0,0.0,34.9,0.0,0.0,,0.0,256,107,6.7
Robert Covington,3:21,.500,.500,.500,.000,42.1,26.5,32.6,53.7,0.0,0.0,0.0,24.3,143,99,9.7
