Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Killian Hayes,31:58,.530,.450,.400,.300,0.0,8.8,5.0,24.2,0.0,0.0,20.9,19.8,100,113,-8.1
Jaden Ivey,30:51,.847,.885,.538,.308,0.0,6.1,3.4,27.1,0.0,2.4,16.9,25.5,134,112,11.1
Bojan Bogdanović,28:43,.292,.292,.333,.000,0.0,9.8,5.5,20.9,0.0,0.0,14.3,21.6,68,113,-12.6
Isaiah Stewart,27:10,.644,.500,.833,.667,4.4,24.3,15.5,15.8,0.0,2.8,11.4,14.3,133,106,3.7
Jalen Duren,22:37,.200,.200,.000,.000,10.6,25.0,18.7,0.0,2.1,0.0,28.6,13.7,49,102,-14.9
James Wiseman,23:44,.400,.400,.100,.000,10.1,31.7,22.2,0.0,0.0,3.2,23.1,24.3,68,103,-13.1
Isaiah Livers,21:35,.900,.900,1.000,.000,0.0,8.7,4.9,7.3,0.0,3.5,16.7,12.3,135,110,4.2
Hamidou Diallo,20:06,.551,.500,.000,.200,0.0,14.0,7.9,9.5,4.7,3.7,21.6,30.6,86,98,-2.1
Alec Burks,18:32,1.205,1.500,1.000,1.500,6.5,20.3,14.2,29.2,5.1,4.0,13.1,18.3,198,94,30.1
Cory Joseph,14:42,.417,.417,.667,.000,0.0,6.4,3.6,10.7,0.0,5.1,0.0,18.1,91,110,-4.0
Rodney McGruder,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
