Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Isaiah Livers,37:39,.431,.425,.500,.100,2.5,8.0,5.1,7.5,5.0,4.4,0.0,22.6,97,112,0.5
Killian Hayes,36:51,.453,.412,.235,.235,0.0,16.3,7.8,50.0,2.5,2.2,21.0,26.3,96,115,-2.0
James Wiseman,25:50,.606,.591,.273,.455,10.7,23.2,16.7,0.0,0.0,3.2,13.2,24.0,111,117,-5.3
Rodney McGruder,23:19,.799,.750,.833,.333,0.0,12.9,6.2,5.6,0.0,0.0,12.7,13.8,137,122,-2.2
Marvin Bagley III,22:17,.333,.333,.222,.000,8.3,13.5,10.8,5.9,0.0,0.0,10.0,18.3,78,122,-13.8
Cory Joseph,27:06,.750,.750,.375,.000,0.0,0.0,0.0,31.1,1.7,0.0,11.1,13.5,145,124,1.8
Eugene Omoruyi,26:09,.611,.611,.333,.000,3.5,7.6,5.5,0.0,0.0,3.2,10.0,15.6,109,123,-5.8
Jalen Duren,20:27,.645,.500,.000,1.250,22.6,29.3,25.8,7.0,0.0,8.1,0.0,24.7,152,112,6.7
R.J. Hampton,20:22,.515,.583,.667,.667,0.0,4.9,2.4,6.6,0.0,0.0,11.4,17.5,92,126,-9.4
Buddy Boeheim,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Hamidou Diallo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jared Rhoden,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
