Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tyler Herro,46:59,.491,.478,.435,.043,0.0,4.8,2.5,4.4,0.0,0.0,14.6,27.1,85,111,-10.2
Bam Adebayo,43:23,.553,.500,.100,.400,2.8,41.6,23.1,23.7,2.4,2.1,25.4,16.9,100,92,3.2
Gabe Vincent,41:07,.727,.667,.833,.333,3.0,2.7,2.9,8.8,1.3,0.0,12.7,17.8,131,108,2.5
Jimmy Butler,33:44,.536,.412,.059,.471,7.3,16.7,12.2,36.3,3.1,5.4,12.8,32.4,113,96,8.7
Caleb Martin,25:34,.515,.333,.500,.667,14.5,17.6,16.1,6.3,4.1,3.6,11.4,15.9,117,95,3.9
Max Strus,39:11,.500,.500,.917,.000,3.1,8.6,6.0,30.0,0.0,0.0,20.0,17.8,101,109,-1.4
Haywood Highsmith,16:07,.750,.750,.750,.000,7.6,14.0,11.0,0.0,0.0,5.7,0.0,11.5,151,104,5.5
Orlando Robinson,9:37,.798,1.000,.000,2.000,25.6,23.5,24.5,17.5,0.0,0.0,34.7,13.9,127,104,1.9
Jamaree Bouyea,9:18,,,,,0.0,0.0,0.0,0.0,0.0,9.8,100.0,5.0,0,106,-7.1
Jamal Cain,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Udonis Haslem,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
