Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jabari Smith Jr.,32:57,.400,.400,.400,.000,3.5,17.8,10.5,3.5,0.0,5.3,0.0,12.7,93,133,-9.4
Alperen Şengün,29:02,.339,.333,.222,.333,0.0,8.1,4.0,30.7,0.0,6.0,16.2,17.8,87,134,-6.8
Kenyon Martin Jr.,26:50,.558,.538,.154,.077,8.5,4.4,6.5,10.1,3.6,0.0,0.0,21.0,124,131,-1.1
Daishen Nix,25:34,.670,.700,.400,.100,0.0,0.0,0.0,25.6,0.0,0.0,27.7,23.7,99,140,-7.2
Jalen Green,19:22,.567,.567,.467,.000,0.0,12.1,6.0,40.4,2.5,0.0,0.0,32.5,124,132,10.0
Tari Eason,31:07,.751,.700,.200,.300,22.0,22.6,22.3,8.3,1.5,0.0,20.9,19.3,131,132,0.1
TyTy Washington Jr.,28:20,.600,.600,.500,.000,0.0,4.1,2.0,21.4,0.0,3.1,9.1,16.3,121,137,-1.3
Josh Christopher,22:42,.500,.500,.273,.000,0.0,20.6,10.2,16.9,0.0,0.0,8.3,22.2,101,136,-8.0
Usman Garuba,13:50,.375,.375,.250,.000,8.3,50.8,29.3,7.8,3.5,6.3,33.3,18.2,66,117,-9.2
Frank Kaminsky,5:07,.000,.000,1.000,.000,0.0,45.8,22.6,19.5,0.0,0.0,0.0,8.2,56,131,-8.0
Boban Marjanović,5:07,.820,.750,.000,.500,0.0,22.9,11.3,0.0,0.0,0.0,0.0,40.0,166,135,15.4
Willie Cauley-Stein,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
