Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Kuzma,40:52,.500,.500,.522,.000,0.0,13.7,7.6,12.9,1.2,0.0,14.8,31.3,85,121,-8.5
Bradley Beal,35:27,.522,.464,.286,.214,0.0,6.3,3.5,35.1,1.4,4.3,24.6,27.2,97,119,-3.9
Kristaps Porziņģis,35:19,.851,.750,.900,.800,4.0,15.8,10.6,12.7,0.0,4.3,18.2,22.2,141,120,7.8
Monte Morris,27:07,.750,.750,.375,.000,0.0,8.2,4.6,11.7,1.8,0.0,11.1,15.7,128,121,-1.0
Daniel Gafford,12:15,1.042,1.000,.000,1.000,0.0,27.3,15.3,0.0,0.0,0.0,67.6,17.2,55,119,-18.1
Deni Avdija,26:53,.786,.786,.429,.000,0.0,29.1,16.2,29.7,1.8,0.0,0.0,12.3,170,115,11.2
Delon Wright,20:52,.938,.938,.875,.000,13.5,5.3,9.0,16.7,4.8,7.3,11.1,20.4,157,110,25.6
Corey Kispert,17:59,.750,.750,1.000,.000,0.0,6.2,3.5,0.0,0.0,0.0,0.0,5.3,133,126,-3.6
Taj Gibson,13:17,.000,.000,.500,.000,0.0,33.6,18.8,0.0,0.0,0.0,0.0,7.1,0,118,-14.0
Kendrick Nunn,9:59,.375,.375,.750,.000,0.0,11.2,6.2,28.1,0.0,0.0,0.0,19.0,99,124,-6.2
Vernon Carey Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Johnny Davis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Anthony Gill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jordan Goodwin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Quenton Jackson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
