Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Kuzma,31:42,.552,.575,.550,.300,3.7,29.6,17.4,24.3,0.0,2.7,4.2,31.4,118,116,4.6
Bradley Beal,27:49,.589,.571,.214,.071,4.2,11.3,7.9,35.5,0.0,0.0,6.5,23.4,134,122,1.2
Daniel Gafford,24:13,.788,.750,.000,.250,19.3,17.2,18.2,10.1,2.0,3.5,10.1,17.2,159,113,2.2
Monte Morris,24:06,1.000,1.000,.600,.000,0.0,4.3,2.3,27.8,2.0,0.0,0.0,8.7,208,120,9.5
Kristaps Porziņģis,22:59,.590,.350,.300,1.000,5.1,22.7,14.4,0.0,0.0,3.7,12.2,30.0,115,117,-7.2
Rui Hachimura,29:59,.656,.659,.227,.091,0.0,17.4,9.2,0.0,0.0,5.7,0.0,32.1,125,117,3.0
Deni Avdija,24:40,.000,.000,.600,.400,0.0,16.9,8.9,0.0,1.9,0.0,0.0,10.0,0,117,-17.2
Delon Wright,23:54,1.276,1.300,.600,.400,4.9,8.7,6.9,39.2,6.0,0.0,0.0,10.4,248,109,25.1
Corey Kispert,15:44,1.000,1.000,.750,.000,0.0,6.6,3.5,7.3,0.0,0.0,0.0,10.7,191,124,5.7
Taj Gibson,12:39,.500,.500,.000,.000,9.3,16.5,13.1,16.1,0.0,0.0,60.0,16.6,71,121,-13.4
Anthony Gill,2:14,,,,,0.0,46.7,24.7,42.1,0.0,0.0,,0.0,235,114,14.1
Will Barton,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
