Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Deni Avdija,31:41,.810,.833,.222,.222,0.0,31.9,15.5,27.2,0.0,0.0,28.8,20.8,119,131,4.9
Corey Kispert,30:34,.414,.350,.700,.200,3.9,8.3,6.0,8.0,0.0,0.0,0.0,16.9,104,138,-6.7
Daniel Gafford,28:33,.500,.500,.000,.000,8.4,13.3,10.8,0.0,0.0,3.3,0.0,10.0,119,134,-9.8
Monte Morris,23:48,.400,.400,.300,.000,5.0,5.3,5.2,28.1,4.5,0.0,9.1,22.0,99,128,-0.1
Kristaps Porziņģis,22:14,.699,.676,.176,.118,0.0,17.0,8.3,21.3,0.0,0.0,5.3,40.3,134,135,11.6
Johnny Davis,23:21,.354,.333,.333,.222,10.3,5.4,7.9,0.0,2.3,0.0,0.0,20.1,89,133,-12.1
Delon Wright,20:33,.509,.500,.167,.333,5.8,12.3,9.0,12.6,0.0,9.2,0.0,15.9,122,131,2.1
Jordan Goodwin,18:16,.676,.625,.375,.250,0.0,27.7,13.5,8.5,0.0,0.0,10.1,25.7,125,132,-0.3
Taj Gibson,11:26,.000,.000,.000,.000,10.5,0.0,5.4,0.0,0.0,8.2,0.0,8.3,42,135,-11.1
Anthony Gill,10:16,.521,.500,.000,1.000,11.7,24.6,18.0,0.0,0.0,0.0,0.0,13.3,124,133,-4.4
Kendrick Nunn,8:21,.875,.875,.500,.000,0.0,0.0,0.0,21.5,0.0,0.0,0.0,22.8,176,140,15.2
Xavier Cooks,3:39,,,,,32.9,0.0,16.9,0.0,0.0,0.0,,0.0,208,140,-5.0
Jay Huff,3:39,.532,.000,1.000,2.000,0.0,34.6,16.9,29.9,0.0,0.0,0.0,24.5,138,130,10.5
Quenton Jackson,3:39,.333,.333,.333,.000,0.0,0.0,0.0,0.0,14.8,0.0,0.0,39.0,72,106,-0.3
