Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kyle Kuzma,35:40,.586,.529,.235,.235,0.0,15.0,8.9,26.0,1.5,0.0,5.1,25.0,139,114,4.0
Kristaps Porziņģis,33:37,.656,.600,.400,.267,4.6,15.9,11.3,8.0,1.6,2.5,15.2,26.5,124,111,0.1
Monte Morris,30:33,.644,.563,.250,.375,5.1,17.5,12.4,30.9,0.0,0.0,0.0,13.8,169,116,4.4
Corey Kispert,27:30,.478,.417,.833,.500,0.0,3.9,2.3,4.0,1.9,0.0,12.0,13.7,102,116,-6.2
Daniel Gafford,24:42,.888,.857,.000,.286,25.1,17.3,20.5,5.5,0.0,10.4,11.3,16.2,169,108,7.4
Rui Hachimura,27:42,.908,.885,.154,.615,16.8,7.7,11.4,6.2,0.0,3.1,0.0,26.9,193,117,17.8
Deni Avdija,27:11,.680,.700,.600,.400,5.7,23.5,16.3,8.5,0.0,0.0,33.8,14.7,100,114,-4.9
Delon Wright,15:29,.436,.333,.667,.333,0.0,6.9,4.1,21.2,10.2,0.0,36.8,15.9,86,96,1.9
Taj Gibson,9:44,.643,.600,.200,.200,15.9,11.0,13.0,15.3,5.4,8.8,15.5,29.9,125,99,7.7
Vernon Carey Jr.,1:58,,,,,0.0,100.0,64.2,51.9,0.0,0.0,,0.0,217,87,32.0
Johnny Davis,1:58,.500,.500,.500,.000,0.0,100.0,64.2,0.0,0.0,0.0,0.0,45.9,109,87,-8.0
Anthony Gill,1:58,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,-5.8
Jordan Goodwin,1:58,.000,.000,.000,.000,78.7,0.0,32.1,0.0,0.0,0.0,0.0,23.0,84,117,-40.5
Will Barton,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
