Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ja Morant,28:00,.361,.286,.143,.429,8.0,11.4,9.7,49.4,0.0,0.0,15.3,28.6,103,111,-4.3
Jaren Jackson Jr.,27:49,.611,.559,.235,.353,12.0,26.8,19.6,5.9,1.8,6.6,0.0,28.8,146,99,9.6
Dillon Brooks,25:06,.847,.833,.111,.111,0.0,0.0,0.0,12.1,4.0,0.0,9.6,17.0,155,105,8.3
Desmond Bane,24:21,.529,.385,.615,.538,0.0,13.1,6.7,10.6,2.0,0.0,5.9,28.6,128,105,-1.7
Steven Adams,22:15,.444,.600,.000,.800,35.1,19.2,27.0,11.2,2.2,4.1,0.0,12.4,132,102,4.2
Ziaire Williams,23:07,.600,.600,.200,.000,0.0,9.2,4.7,10.7,2.2,0.0,37.5,14.1,80,105,-8.6
Brandon Clarke,21:12,.833,.700,.000,1.000,26.3,25.2,25.7,0.0,4.7,0.0,6.5,29.6,173,97,19.6
Santi Aldama,20:11,.635,.714,.286,.286,5.5,15.9,10.8,6.7,0.0,9.1,0.0,15.9,139,104,6.0
John Konchar,18:46,.266,.000,1.000,2.000,0.0,17.1,8.7,22.7,5.3,0.0,0.0,4.1,134,98,5.5
Tyus Jones,15:20,.200,.200,.400,.000,0.0,13.9,7.1,29.9,3.2,0.0,16.7,16.0,78,104,-7.7
Jake LaRavia,4:40,,,,,0.0,22.9,11.7,22.9,0.0,0.0,,0.0,216,104,-3.8
David Roddy,4:40,.625,.625,.500,.000,0.0,22.9,11.7,0.0,0.0,0.0,0.0,34.9,136,106,3.5
Xavier Tillman Sr.,4:33,1.000,1.000,.000,.000,24.5,0.0,12.0,0.0,0.0,0.0,0.0,9.0,204,115,5.5
Kennedy Chandler,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
