Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ja Morant,31:08,.585,.432,.455,.727,3.3,7.7,5.3,39.1,1.6,0.0,6.4,39.9,131,130,12.6
Desmond Bane,27:24,.478,.333,.333,.500,0.0,8.8,4.0,0.0,0.0,0.0,12.0,24.3,95,133,-11.0
Dillon Brooks,26:16,.389,.389,.111,.000,0.0,4.6,2.1,12.0,0.0,0.0,18.2,16.8,76,135,-13.5
Jaren Jackson Jr.,26:04,.233,.167,.333,.167,15.7,18.4,16.9,5.7,3.7,9.9,18.9,24.4,61,116,-11.4
Steven Adams,25:18,.600,.600,.000,.000,12.1,28.5,19.6,6.3,0.0,3.4,16.7,9.5,121,125,-2.2
Ziaire Williams,17:53,.583,.583,.500,.000,0.0,6.7,3.1,0.0,2.7,0.0,0.0,13.4,125,128,-3.7
Brandon Clarke,15:30,.581,.500,.000,.333,26.4,31.0,28.5,34.8,6.3,0.0,22.5,22.9,118,110,8.0
Santi Aldama,14:44,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,5.8,0.0,2.7,300,134,1.1
John Konchar,14:04,.833,.833,.667,.000,0.0,25.6,11.8,11.7,6.9,6.1,0.0,8.5,176,108,13.5
Tyus Jones,12:51,.102,.000,.250,.500,7.9,0.0,4.3,20.8,3.8,0.0,0.0,15.2,59,128,-8.8
Kennedy Chandler,7:12,.644,.667,.000,.667,0.0,0.0,0.0,29.4,0.0,0.0,0.0,21.6,141,137,4.6
Jake LaRavia,7:12,.266,.000,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,65,137,-11.9
David Roddy,7:12,.333,.333,.667,.000,0.0,16.7,7.7,22.7,0.0,0.0,25.0,22.2,64,130,-14.4
Xavier Tillman Sr.,7:12,.922,1.125,.250,.500,28.4,16.7,23.0,0.0,0.0,0.0,17.0,32.7,124,131,20.9
