Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tyus Jones,36:29,.840,.821,.500,.143,0.0,10.7,5.0,41.4,6.4,0.0,0.0,18.4,176,125,19.3
Desmond Bane,35:23,.656,.636,.409,.091,3.2,11.0,6.9,24.1,0.0,2.4,4.2,30.4,128,138,3.4
Jaren Jackson Jr.,34:47,.569,.500,.278,.389,3.3,14.9,8.7,7.1,2.7,4.9,8.7,29.9,106,129,-4.1
Xavier Tillman Sr.,34:20,.424,.429,.143,.214,0.0,18.9,8.8,10.1,2.7,0.0,16.4,24.0,76,131,-11.4
David Roddy,25:00,.571,.571,.286,.000,0.0,15.6,7.3,13.6,3.7,0.0,12.5,14.4,109,129,-3.1
Luke Kennard,28:48,1.071,1.071,.714,.000,0.0,13.5,6.3,16.0,0.0,0.0,12.5,12.5,170,139,6.0
John Konchar,20:01,1.250,1.250,.500,.000,0.0,19.4,9.1,10.6,2.3,0.0,0.0,4.5,245,132,4.9
Santi Aldama,19:40,.533,.563,.375,.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,95,142,-11.9
Ziaire Williams,5:32,,,,,0.0,0.0,0.0,0.0,8.5,0.0,,0.0,0,123,-7.5
Dillon Brooks,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended
Kennedy Chandler,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kenneth Lofton Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
