Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Desmond Bane,34:07,.693,.676,.294,.235,7.4,6.5,6.9,7.4,1.5,0.0,17.6,29.5,117,127,-0.5
Xavier Tillman Sr.,32:29,.643,.600,.000,.200,11.7,24.1,18.2,17.1,3.1,0.0,8.4,16.2,147,116,5.0
Tyus Jones,30:12,.547,.591,.273,.182,0.0,7.4,3.9,52.4,0.0,0.0,0.0,17.4,154,130,4.6
Jaren Jackson Jr.,29:09,.640,.614,.409,.227,4.3,23.0,14.2,15.3,0.0,11.8,0.0,36.7,139,117,10.8
Dillon Brooks,29:01,.900,.900,.400,.000,4.4,7.7,6.1,12.3,0.0,0.0,0.0,15.2,184,129,6.3
Luke Kennard,22:52,.700,.700,.800,.000,0.0,19.5,10.4,25.3,0.0,0.0,9.1,21.3,142,124,4.7
David Roddy,20:03,.814,.900,.800,.800,6.3,5.6,5.9,5.3,0.0,0.0,0.0,14.9,166,130,4.0
Santi Aldama,18:03,.667,.667,.000,.000,14.0,6.2,9.8,5.7,0.0,4.7,0.0,7.4,167,128,-1.5
John Konchar,15:04,.000,.000,1.000,.000,0.0,22.2,11.8,0.0,6.6,0.0,0.0,2.9,0,108,-6.0
Kennedy Chandler,3:00,.000,.000,.000,.000,0.0,0.0,0.0,30.8,0.0,0.0,0.0,14.7,71,133,-14.3
Jake LaRavia,3:00,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0,132,-46.5
Kenneth Lofton Jr.,3:00,.333,.333,.667,.000,42.1,0.0,19.8,0.0,0.0,0.0,0.0,44.2,97,132,-27.2
