Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaylen Brown,38:35,.409,.333,.381,.238,2.8,10.6,6.8,12.7,0.0,2.4,14.7,32.2,79,109,-9.7
Jayson Tatum,37:49,.653,.571,.524,.381,0.0,21.6,11.0,35.1,1.4,0.0,3.9,30.8,135,106,15.0
Al Horford,33:12,.667,.667,.833,.000,3.2,18.5,11.0,21.5,1.6,2.8,0.0,8.2,154,104,8.1
Derrick White,30:03,.405,.333,.333,.222,3.5,13.6,8.7,19.2,0.0,3.1,9.2,16.5,97,107,-5.5
Robert Williams,22:56,.750,.750,.000,.000,9.3,22.3,15.9,13.2,0.0,8.2,20.0,9.9,136,101,3.4
Grant Williams,36:44,.630,.633,.600,.133,5.8,16.7,11.4,4.7,0.0,5.1,0.0,19.7,129,105,5.5
Malcolm Brogdon,21:56,.511,.389,.444,.444,9.7,23.3,16.7,20.9,0.0,0.0,15.7,26.5,105,109,-1.5
Sam Hauser,11:59,.750,.750,.500,.000,0.0,8.5,4.4,0.0,0.0,0.0,0.0,7.6,139,112,-1.1
Payton Pritchard,3:38,,,,,0.0,28.1,14.4,0.0,0.0,0.0,,0.0,0,109,-5.8
Luke Kornet,3:08,,,,,0.0,32.6,16.7,0.0,0.0,0.0,,0.0,0,108,-4.7
Blake Griffin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Justin Jackson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
