Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jayson Tatum,34:02,.764,.750,.417,.083,0.0,31.0,16.3,35.5,0.0,0.0,13.9,37.9,134,116,11.2
Marcus Smart,29:04,.750,.750,.500,.000,0.0,28.2,14.8,23.4,10.2,0.0,25.0,12.3,134,94,11.0
Blake Griffin,28:46,.450,.450,.300,.000,13.5,8.1,10.7,3.9,1.7,3.0,16.7,18.6,95,112,-11.6
Al Horford,27:31,.557,.556,.556,.222,9.4,21.3,15.7,0.0,0.0,0.0,9.2,17.7,110,117,-7.5
Derrick White,26:32,.431,.364,.545,.364,4.9,13.2,9.3,24.9,3.7,3.3,0.0,21.5,122,107,2.7
Malcolm Brogdon,28:51,.893,.893,.571,.000,0.0,12.2,6.4,30.8,0.0,0.0,0.0,21.7,183,118,13.8
Sam Hauser,22:24,.625,.625,.750,.000,0.0,10.5,5.5,4.8,2.2,0.0,0.0,8.0,134,114,-1.9
Grant Williams,20:29,.750,.750,1.000,.000,6.3,17.1,12.0,11.2,0.0,0.0,25.0,17.5,119,118,-0.6
Luke Kornet,20:14,.680,.600,.000,.400,6.4,5.8,6.1,5.7,0.0,12.9,0.0,13.0,154,108,1.1
JD Davison,2:07,.333,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,68,120,-38.0
Payton Pritchard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
