Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaylen Brown,38:03,.563,.550,.500,.250,0.0,21.5,9.9,9.5,0.0,0.0,18.4,31.3,86,122,-4.7
Jayson Tatum,35:46,.634,.579,.526,.368,5.6,29.5,16.6,36.2,0.0,0.0,15.3,32.0,116,121,7.8
Marcus Smart,34:58,.444,.444,.556,.000,0.0,3.3,1.5,32.4,1.4,2.3,25.0,15.0,93,120,-3.9
Grant Williams,34:49,.722,.722,.778,.000,2.9,20.2,10.8,4.4,0.0,0.0,10.0,12.6,120,122,0.0
Al Horford,34:46,.000,.000,.778,.000,2.9,13.5,7.8,7.3,2.7,4.6,10.0,12.6,23,113,-10.3
Malcolm Brogdon,25:09,.803,.808,.462,.231,0.0,4.7,2.1,50.4,0.0,3.2,0.0,25.0,159,122,21.0
Derrick White,17:43,.400,.400,.600,.000,0.0,13.2,6.1,16.6,0.0,0.0,16.7,14.8,79,123,-11.0
Sam Hauser,12:25,.694,.750,1.000,1.000,0.0,18.9,8.7,0.0,0.0,0.0,0.0,10.2,127,122,-6.4
Luke Kornet,6:21,1.000,1.000,.000,.000,15.7,18.4,17.0,0.0,0.0,0.0,0.0,6.9,217,122,-3.5
Blake Griffin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Justin Jackson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Payton Pritchard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Noah Vonleh,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
