Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jayson Tatum,36:47,.578,.500,.318,.318,7.1,9.3,8.3,18.7,1.4,4.0,7.4,33.8,129,114,6.7
Jaylen Brown,34:01,.742,.722,.167,.111,3.8,10.1,7.1,17.6,3.1,4.3,13.7,29.5,137,109,10.7
Al Horford,33:30,.900,.900,1.000,.000,3.9,13.6,9.1,3.9,0.0,0.0,37.5,11.0,113,118,-0.9
Marcus Smart,33:23,.444,.444,.444,.000,3.9,13.7,9.1,12.2,0.0,0.0,35.7,19.2,74,118,-12.7
Derrick White,24:39,.740,.600,.800,.800,0.0,32.5,17.3,5.2,0.0,8.9,12.9,14.4,145,106,6.5
Grant Williams,25:24,.833,.833,.667,.000,5.1,27.0,16.7,11.3,0.0,5.7,14.3,12.6,155,110,10.7
Malcolm Brogdon,24:51,.354,.278,.333,.222,15.7,9.2,12.2,15.6,0.0,0.0,16.8,21.9,96,120,-9.0
Noah Vonleh,14:30,1.000,1.000,.000,.000,26.8,15.8,21.0,0.0,0.0,10.0,50.0,12.7,113,110,-1.5
Sam Hauser,12:55,1.000,1.000,1.000,.000,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.7,204,114,9.8
JD Davison,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Blake Griffin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Justin Jackson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Mfiondu Kabengele,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Luke Kornet,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Payton Pritchard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
