Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaylen Brown,39:01,.463,.432,.273,.182,0.0,20.5,10.4,29.9,0.0,0.0,0.0,26.5,116,115,1.1
Marcus Smart,38:58,.605,.643,.571,.143,0.0,7.7,3.9,24.4,2.5,0.0,11.8,18.9,119,113,3.3
Jayson Tatum,38:44,.592,.563,.417,.208,7.9,23.2,15.7,12.2,1.3,2.2,13.2,33.9,111,110,5.2
Blake Griffin,32:18,.793,.833,.167,.833,9.5,15.5,12.5,8.1,1.5,0.0,10.9,12.4,153,113,2.3
Derrick White,27:10,.580,.417,.500,.667,7.5,7.4,7.4,21.8,1.8,3.1,0.0,12.4,155,113,6.3
Grant Williams,32:25,.583,.583,.500,.000,3.2,9.3,6.2,3.7,1.5,0.0,14.3,9.4,110,115,-4.0
Sam Hauser,15:51,.500,.500,.800,.000,6.4,12.6,9.6,8.0,0.0,0.0,0.0,13.7,122,117,-4.4
Luke Kornet,15:33,.739,.714,.143,.143,19.7,25.7,22.7,0.0,0.0,5.4,28.7,29.2,106,110,-2.0
Justin Jackson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Payton Pritchard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Noah Vonleh,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
