Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaylen Brown,43:00,.599,.611,.296,.185,0.0,10.7,5.9,18.4,3.3,2.2,9.3,32.2,109,111,6.8
Jayson Tatum,38:20,.461,.435,.304,.087,2.9,28.9,17.1,22.0,1.2,4.9,14.3,31.2,89,107,-2.1
Al Horford,33:41,.750,.750,.500,.000,0.0,13.7,7.5,11.2,0.0,2.8,0.0,5.1,159,117,1.4
Marcus Smart,29:32,.630,.556,.444,.333,3.8,9.4,6.8,37.7,4.8,0.0,22.5,19.4,119,109,4.6
Robert Williams,19:13,.521,.500,.000,1.000,17.4,14.4,15.8,0.0,0.0,9.8,14.8,15.1,107,113,-5.8
Derrick White,23:51,.680,.600,.400,.400,0.0,15.5,8.5,20.9,0.0,3.9,20.3,26.6,113,116,-0.1
Sam Hauser,17:58,1.000,1.000,1.000,.000,0.0,15.4,8.4,15.0,2.6,0.0,0.0,7.2,194,112,9.0
Grant Williams,17:26,.266,.000,.000,2.000,0.0,15.9,8.7,0.0,0.0,5.4,51.5,9.6,27,115,-13.5
Payton Pritchard,8:46,.000,.000,.333,.000,12.7,0.0,5.8,13.4,0.0,0.0,0.0,14.7,44,124,-16.7
Luke Kornet,4:17,,,,,26.1,0.0,11.8,0.0,0.0,0.0,100.0,20.0,30,124,-26.6
Mike Muscala,3:56,,,,,56.8,23.5,38.5,0.0,0.0,0.0,100.0,10.9,85,115,-9.9
Blake Griffin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
