Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jayson Tatum,36:41,.380,.361,.500,.056,5.9,18.7,11.6,40.4,1.4,0.0,17.8,29.0,84,119,-1.1
Marcus Smart,33:35,.567,.533,.467,.267,3.2,12.3,7.2,10.6,1.5,6.1,5.6,25.1,111,115,4.8
Derrick White,31:38,.492,.364,.455,.455,3.4,21.7,11.5,19.6,0.0,3.2,13.2,22.8,101,119,-1.7
Robert Williams,28:56,.615,.750,.000,.500,7.5,23.7,14.7,0.0,0.0,7.1,0.0,8.0,130,116,-2.4
Al Horford,27:53,.722,.722,.778,.000,0.0,9.8,4.4,6.1,0.0,0.0,0.0,15.3,138,123,4.2
Malcolm Brogdon,27:31,.688,.688,.313,.000,0.0,10.0,4.4,17.8,1.9,3.7,0.0,27.6,133,116,12.6
Grant Williams,16:09,.347,.000,1.000,1.000,0.0,17.0,7.5,16.1,3.2,0.0,41.0,14.3,61,114,-9.5
Sam Hauser,15:56,.250,.250,.750,.000,6.8,8.6,7.6,0.0,3.2,6.4,20.0,14.9,53,112,-7.3
Mike Muscala,11:29,.750,.750,1.000,.000,0.0,11.9,5.3,0.0,0.0,8.9,0.0,8.3,139,116,0.6
Blake Griffin,5:36,.000,.000,1.000,.000,0.0,24.5,10.8,23.2,0.0,0.0,33.3,25.4,19,118,-27.0
Luke Kornet,2:36,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,125,-7.8
Payton Pritchard,2:00,.000,.000,.000,.000,0.0,68.6,30.4,0.0,0.0,0.0,0.0,23.7,0,113,-23.7
