Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jaylen Brown,37:19,.723,.684,.579,.211,6.4,10.2,8.2,11.3,0.0,0.0,4.6,26.6,146,128,2.5
Jayson Tatum,36:31,.693,.647,.765,.235,0.0,13.8,6.7,18.0,1.4,4.2,13.8,27.2,127,121,5.1
Marcus Smart,35:38,.722,.722,.556,.000,0.0,7.1,3.5,36.8,0.0,0.0,10.0,12.8,166,129,2.9
Derrick White,22:17,.700,.700,.400,.000,5.4,11.3,8.3,5.3,0.0,0.0,16.7,12.3,126,128,-4.8
Blake Griffin,15:05,.875,.875,.500,.000,0.0,8.4,4.1,17.0,0.0,0.0,33.3,18.1,117,129,-0.5
Malcolm Brogdon,28:19,.470,.429,.357,.143,0.0,22.3,10.9,22.0,3.6,0.0,6.3,25.6,111,117,-2.6
Grant Williams,27:32,.761,.714,.571,.286,4.4,13.8,8.9,4.4,3.7,0.0,20.2,16.4,124,119,2.2
Sam Hauser,21:06,.944,.944,.889,.000,5.7,12.0,8.7,13.6,0.0,0.0,0.0,19.4,185,128,13.7
Noah Vonleh,16:12,.875,.875,.250,.000,22.2,31.2,26.6,0.0,0.0,0.0,20.0,14.1,153,122,-0.5
Justin Jackson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Luke Kornet,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Payton Pritchard,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
