Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keldon Johnson,35:29,.664,.656,.438,.188,0.0,12.3,6.1,7.0,0.0,0.0,5.5,24.5,134,152,-6.9
Jeremy Sochan,31:34,.735,.700,.200,.200,18.4,9.2,13.8,7.3,0.0,0.0,0.0,16.4,172,153,-0.9
Tre Jones,29:33,.581,.583,.167,.333,4.9,0.0,2.5,28.2,1.9,0.0,0.0,11.0,165,151,-1.3
Romeo Langford,26:30,.650,.650,.300,.000,11.0,22.0,16.5,22.6,0.0,3.4,9.1,19.7,145,149,1.2
Jakob Poeltl,23:45,.506,.500,.000,.200,6.1,30.6,18.4,19.8,2.3,0.0,8.4,23.7,120,144,-3.8
Zach Collins,24:09,.860,.833,.222,.222,0.0,12.0,6.0,21.4,0.0,0.0,0.0,19.4,186,153,7.7
Josh Richardson,22:14,.751,.750,.500,.300,13.1,13.1,13.1,17.0,2.5,0.0,8.1,26.3,153,147,8.2
Malaki Branham,17:49,.750,.750,.167,.000,16.3,8.2,12.2,20.1,0.0,0.0,14.3,18.6,150,154,0.5
Stanley Johnson,14:51,.714,.714,.429,.000,0.0,29.4,14.7,25.5,0.0,0.0,0.0,22.4,163,149,6.3
Doug McDermott,14:06,.200,.200,.400,.000,0.0,0.0,0.0,0.0,0.0,0.0,16.7,20.2,40,155,-30.4
Keita Bates-Diop,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Gorgui Dieng,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Isaiah Roby,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
