Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jeremy Sochan,31:01,.625,.571,.286,.714,21.1,10.1,15.5,28.9,1.5,0.0,9.8,26.6,137,126,9.7
Devin Vassell,30:20,.372,.346,.462,.077,0.0,31.0,15.8,21.6,4.7,0.0,13.0,20.6,88,110,-2.4
Tre Jones,27:44,.690,.625,.250,.333,0.0,7.5,3.8,16.8,0.0,0.0,12.7,22.9,130,130,-1.2
Jakob Poeltl,21:42,.689,.667,.000,.111,5.0,14.4,9.8,7.4,2.2,0.0,17.5,21.3,117,122,-2.7
Romeo Langford,18:06,1.000,1.000,.000,.000,6.0,5.8,5.9,0.0,2.6,0.0,66.7,6.7,66,125,-10.5
Josh Richardson,21:20,.568,.545,.455,.273,5.1,9.8,7.5,21.3,0.0,0.0,7.5,25.2,123,129,-0.3
Malaki Branham,21:10,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,14.3,13.4,123,133,-5.2
Zach Collins,18:04,.436,.333,.000,.333,6.0,5.8,5.9,14.1,0.0,0.0,0.0,15.4,119,131,-6.9
Doug McDermott,16:55,.313,.313,.625,.000,6.4,18.5,12.6,7.6,0.0,0.0,11.1,21.5,75,126,-12.1
Stanley Johnson,12:37,.888,.900,.400,.800,0.0,33.1,16.9,27.4,3.7,13.3,12.9,24.8,157,105,26.2
Keita Bates-Diop,9:16,.515,.333,.000,.667,11.8,0.0,5.8,0.0,0.0,0.0,0.0,16.9,130,133,-7.1
Charles Bassey,8:14,.000,.000,.000,.000,26.5,25.3,25.9,0.0,5.7,0.0,60.0,24.5,26,110,-27.0
Isaiah Roby,3:31,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,133,-12.6
Gorgui Dieng,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
