Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Malaki Branham,29:01,.732,.688,.125,.250,0.0,41.4,14.7,9.5,1.6,0.0,10.1,13.9,137,137,-0.3
Devin Vassell,28:56,.409,.400,.533,.133,0.0,5.9,2.1,23.9,1.6,0.0,11.2,25.3,89,141,-7.4
Keldon Johnson,26:56,.368,.350,.400,.200,3.5,19.1,9.0,23.7,0.0,2.9,31.5,24.1,69,140,-13.6
Charles Bassey,24:43,.670,.700,.000,.100,11.4,20.8,14.7,13.2,0.0,3.2,0.0,17.3,146,140,0.3
Keita Bates-Diop,23:14,.672,.650,.300,.600,4.1,0.0,2.6,0.0,0.0,3.4,0.0,22.3,140,142,1.1
Devonte' Graham,23:41,.595,.550,.900,.400,4.0,7.2,5.1,23.2,0.0,0.0,0.0,20.3,139,144,1.8
Dominick Barlow,23:13,.421,.429,.000,.429,16.2,0.0,10.5,5.6,2.0,0.0,10.7,16.4,100,140,-9.8
Blake Wesley,19:01,.583,.583,.167,.000,0.0,18.0,6.4,14.2,0.0,0.0,33.3,19.4,82,143,-12.3
Sandro Mamukelashvili,17:17,.355,.313,.375,.125,10.9,19.8,14.1,0.0,2.7,0.0,10.6,22.4,80,136,-16.7
Gorgui Dieng,12:00,.400,.400,.600,.000,7.8,14.3,10.1,11.4,3.9,6.6,28.6,23.9,71,129,-11.6
Julian Champagnie,11:58,.875,.875,.500,.000,0.0,28.7,10.2,13.0,0.0,0.0,0.0,13.7,176,142,6.0
Zach Collins,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
