Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Julian Champagnie,31:51,.693,.656,.563,.188,0.0,13.1,6.7,4.0,0.0,0.0,10.4,24.6,120,147,-5.1
Tre Jones,31:35,.666,.679,.214,.286,3.5,29.7,16.9,50.2,0.0,0.0,6.0,21.5,147,143,3.1
Malaki Branham,25:37,.697,.600,.200,.500,0.0,16.3,8.3,4.8,0.0,0.0,0.0,19.3,147,146,-5.6
Sandro Mamukelashvili,25:31,.615,.615,.308,.000,12.8,12.3,12.5,20.4,1.8,0.0,7.1,22.2,130,143,0.0
Keita Bates-Diop,25:11,.640,.600,.333,.333,8.7,4.1,6.4,27.4,0.0,3.3,10.4,30.9,127,146,2.0
Blake Wesley,34:08,.709,.778,.222,.222,0.0,15.3,7.8,13.5,2.7,2.4,23.3,15.3,107,138,-2.4
Dominick Barlow,27:54,.333,.333,.000,.000,7.8,11.2,9.6,11.1,1.6,3.0,14.3,10.2,96,141,-8.9
Gorgui Dieng,19:43,.474,.438,.375,.125,11.1,31.8,21.6,22.8,0.0,4.2,19.2,21.4,104,139,-7.9
Romeo Langford,18:30,.434,.250,.250,1.000,0.0,0.0,0.0,0.0,2.5,0.0,14.8,14.8,80,144,-14.1
Zach Collins,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Keldon Johnson,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Doug McDermott,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
