Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keldon Johnson,35:40,.718,.725,.550,.100,3.2,15.0,8.6,10.0,2.6,0.0,22.3,31.8,102,111,1.8
Devin Vassell,34:07,.464,.441,.471,.176,0.0,11.7,5.4,16.3,2.7,0.0,14.1,26.3,90,112,-5.1
Tre Jones,33:21,.744,.731,.154,.077,3.4,8.0,5.5,43.1,4.1,0.0,18.2,20.8,135,109,7.0
Jakob Poeltl,31:48,.515,.667,.000,.667,0.0,29.4,13.5,34.0,2.9,7.1,43.6,9.1,103,103,7.2
Jeremy Sochan,28:21,.250,.250,.500,.000,8.1,9.4,8.7,8.2,3.2,2.6,0.0,5.9,103,109,-2.5
Josh Richardson,27:40,.833,.818,.455,.455,4.1,9.6,6.7,17.9,1.7,0.0,31.3,29.2,108,114,0.0
Doug McDermott,19:04,.541,.500,.571,.429,0.0,7.0,3.2,7.1,0.0,0.0,0.0,18.4,117,118,-5.2
Charles Bassey,15:42,.387,.333,.000,.667,21.8,42.5,31.4,7.7,2.9,4.8,20.5,13.1,100,102,-4.8
Keita Bates-Diop,12:01,.250,.250,.250,.000,19.0,22.2,20.5,0.0,3.8,0.0,33.3,21.0,54,108,-15.4
Isaiah Roby,2:14,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-15.0
Malaki Branham,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Gorgui Dieng,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jordan Hall,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
