Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Devin Vassell,29:38,.440,.406,.563,.313,0.0,13.5,6.5,23.2,2.9,2.9,14.2,28.4,80,113,-1.5
Keita Bates-Diop,26:33,.625,.500,.444,.556,0.0,11.3,5.4,18.9,3.2,0.0,21.1,21.3,103,115,1.2
Malaki Branham,24:55,.286,.286,.429,.000,0.0,16.1,7.7,18.0,0.0,0.0,36.4,17.5,46,121,-15.5
Zach Collins,23:00,.581,.611,.444,.333,8.0,21.7,14.6,8.2,1.9,3.8,8.8,19.6,105,112,-0.5
Jeremy Sochan,22:33,.437,.429,.357,.143,4.1,22.2,12.8,27.5,1.9,0.0,6.3,28.0,88,115,-1.9
Blake Wesley,27:46,.225,.167,.167,.250,3.3,14.4,8.6,31.9,0.0,0.0,13.1,21.9,61,121,-12.6
Julian Champagnie,27:43,.444,.444,.556,.000,0.0,7.2,3.5,0.0,0.0,3.1,0.0,12.9,84,120,-7.5
Sandro Mamukelashvili,27:43,.462,.462,.308,.000,3.3,21.6,12.1,13.5,0.0,6.3,7.1,20.1,89,115,-3.8
Gorgui Dieng,18:31,.902,1.000,1.000,.667,5.0,27.0,15.6,33.6,0.0,4.7,50.8,16.9,91,115,1.0
Dominick Barlow,11:38,1.000,1.000,.000,.000,15.9,0.0,8.3,0.0,3.7,0.0,0.0,3.4,209,115,-3.6
Keldon Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Tre Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
