Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Keldon Johnson,33:35,.386,.340,.240,.200,6.0,13.6,9.5,8.3,0.0,2.1,6.8,36.0,93,119,-8.6
Tre Jones,28:37,.609,.545,.000,.273,3.5,12.0,7.5,23.3,3.5,0.0,19.6,22.1,117,113,2.1
Zach Collins,27:49,.571,.571,.000,.286,21.6,16.4,19.2,22.1,0.0,0.0,20.2,14.7,127,119,-0.8
Romeo Langford,24:51,.255,.200,.400,.400,8.0,4.6,6.4,4.4,2.0,2.8,0.0,9.8,91,117,-4.5
Isaiah Roby,14:30,.643,.643,.286,.000,6.9,15.8,11.0,20.2,0.0,0.0,12.5,22.8,129,119,5.0
Devin Vassell,27:34,.571,.571,.429,.000,0.0,8.3,3.9,15.4,5.5,0.0,0.0,21.0,136,110,8.4
Josh Richardson,27:00,.893,.885,.538,.077,0.0,4.2,2.0,11.9,0.0,0.0,13.0,23.7,153,123,11.4
Charles Bassey,20:11,.600,.600,.000,.000,29.7,28.3,29.1,6.1,0.0,0.0,16.7,12.3,134,115,-1.2
Jeremy Sochan,18:17,.205,.250,.500,.500,0.0,18.8,8.8,18.2,0.0,0.0,17.0,13.3,65,118,-10.3
Doug McDermott,17:36,.543,.500,.333,.167,5.7,13.0,9.1,7.2,0.0,0.0,0.0,15.1,135,120,-1.2
Dominick Barlow,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Malaki Branham,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Gorgui Dieng,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Alize Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
