Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Darius Garland,40:12,.391,.211,.263,.632,0.0,9.4,4.7,42.3,0.0,0.0,7.6,29.7,100,106,-2.9
Evan Mobley,39:38,.704,.750,.167,.417,18.6,22.3,20.4,5.2,0.0,2.4,17.4,19.7,127,101,5.0
Donovan Mitchell,38:39,.557,.435,.348,.565,3.2,13.1,8.1,5.7,1.3,0.0,9.5,37.3,112,102,3.6
Dean Wade,34:30,.300,.300,1.000,.000,0.0,25.6,12.6,4.4,0.0,0.0,16.7,7.9,62,102,-5.0
Robin Lopez,3:48,.500,.500,.000,.000,32.4,0.0,16.4,0.0,0.0,0.0,0.0,23.9,124,101,-8.4
Isaac Okoro,29:58,1.215,1.250,.500,1.000,4.1,25.3,14.6,0.0,1.7,0.0,0.0,4.4,246,98,6.1
Cedi Osman,26:41,.592,.563,.500,.125,0.0,14.2,7.0,0.0,0.0,3.5,26.2,19.5,86,102,-3.8
Mamadi Diakite,13:35,.667,.667,.333,.000,9.1,9.3,9.2,0.0,0.0,13.9,40.0,16.7,82,94,-1.5
Raul Neto,12:56,.833,.833,.667,.000,0.0,0.0,0.0,14.5,4.0,0.0,0.0,10.6,175,98,10.4
Isaiah Mobley,0:03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,108,-2.7
Caris LeVert,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
