Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Evan Mobley,30:39,.694,.667,.167,1.000,0.0,22.4,15.7,12.8,0.0,0.0,10.4,14.7,138,100,3.2
Darius Garland,30:06,.743,.727,.364,.091,0.0,2.8,2.0,40.1,0.0,0.0,34.4,27.1,114,109,-2.3
Jarrett Allen,30:05,.733,.636,.000,.545,13.3,25.6,21.9,10.0,3.2,8.1,18.0,25.9,131,86,8.0
Isaac Okoro,30:03,.615,.563,.500,.500,6.7,2.9,4.0,17.5,1.6,0.0,9.3,16.8,134,105,3.1
Donovan Mitchell,22:38,.863,.833,.417,.250,0.0,7.6,5.3,8.1,0.0,0.0,7.0,29.6,153,106,8.7
Caris LeVert,31:13,.666,.625,.375,.500,6.4,8.2,7.7,4.2,0.0,0.0,17.0,17.7,117,107,-1.9
Cedi Osman,24:15,1.011,1.050,.600,.200,0.0,7.1,4.9,7.3,2.0,0.0,15.5,24.9,150,103,16.1
Kevin Love,24:05,.500,.500,1.000,.000,0.0,35.6,24.9,14.6,0.0,3.4,40.0,9.7,90,92,3.4
Raul Neto,12:00,,,,,0.0,14.3,10.0,9.3,4.1,0.0,100.0,7.8,35,94,-6.7
Robin Lopez,4:56,.000,.000,.000,.000,0.0,52.1,36.5,0.0,0.0,0.0,50.0,19.0,0,86,-21.2
Lamar Stevens,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
