Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Evan Mobley,36:32,.725,.722,.000,.167,11.3,32.8,22.8,8.5,4.3,4.5,0.0,24.7,158,105,12.7
Donovan Mitchell,33:07,.672,.643,.429,.143,0.0,18.1,9.7,14.2,1.6,0.0,11.8,35.8,125,118,4.8
Jarrett Allen,30:39,.784,.727,.000,.364,26.8,19.6,23.0,17.7,0.0,5.4,13.6,22.5,156,117,8.1
Isaac Okoro,28:36,.500,.500,.429,.000,0.0,0.0,0.0,3.9,0.0,0.0,0.0,11.5,118,127,-6.5
Darius Garland,22:58,.799,.833,.500,.333,6.0,5.2,5.6,36.9,0.0,0.0,30.4,20.1,131,125,1.1
Caris LeVert,30:53,.623,.600,.400,.100,4.4,19.4,12.4,34.8,3.4,0.0,16.1,18.8,136,114,7.4
Dean Wade,26:00,.500,.500,.800,.000,5.3,4.6,4.9,0.0,4.1,3.2,16.7,10.8,97,114,-3.7
Cedi Osman,22:33,.410,.375,1.000,.500,0.0,10.6,5.7,9.3,0.0,0.0,0.0,10.1,115,124,-6.7
Robin Lopez,2:54,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0,127,-24.4
Raul Neto,2:54,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0,127,-25.3
Lamar Stevens,2:54,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,18.2,0.0,0.0,16.1,0,88,-3.4
Kevin Love,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
