Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Donovan Mitchell,38:39,.610,.591,.364,.182,0.0,11.3,6.9,39.4,3.9,0.0,11.2,33.5,119,103,7.4
Darius Garland,38:06,.781,.714,.286,.429,0.0,0.0,0.0,37.0,1.3,0.0,32.5,31.3,115,112,0.5
Evan Mobley,35:33,.727,.667,.000,.333,9.6,21.5,16.9,11.1,1.4,2.5,36.8,14.8,108,104,0.7
Jarrett Allen,33:10,.680,.600,.000,.400,0.0,36.2,22.1,3.8,3.0,2.7,14.5,10.0,119,96,4.5
Lamar Stevens,28:31,.680,.700,.200,.400,0.0,11.5,7.0,0.0,0.0,0.0,14.5,11.7,107,111,-2.6
Cedi Osman,28:56,.943,.950,.400,.500,0.0,11.3,6.9,0.0,0.0,0.0,7.6,22.1,163,111,6.7
Isaac Okoro,15:06,.515,.333,.333,.667,0.0,7.2,4.4,0.0,0.0,6.0,20.5,15.7,83,108,-9.4
Kevin Love,11:43,.000,.000,.500,.000,0.0,37.2,22.8,9.8,0.0,0.0,0.0,8.3,36,104,-6.6
Robin Lopez,10:15,1.000,1.000,.000,.000,16.7,10.6,13.0,16.8,4.9,0.0,0.0,14.2,207,101,16.3
Mamadi Diakite,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Raul Neto,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
