Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Donovan Mitchell,38:59,.679,.679,.500,.000,10.9,7.7,9.3,18.7,1.3,0.0,9.7,33.8,135,131,9.9
Caris LeVert,38:21,.556,.528,.167,.111,14.7,23.5,19.0,21.6,2.6,0.0,20.9,26.5,111,127,0.8
Evan Mobley,35:45,.707,.700,.000,.300,3.9,21.0,12.2,0.0,1.4,0.0,15.0,15.9,123,130,-1.7
Darius Garland,33:34,.279,.167,.444,.444,0.0,0.0,0.0,25.7,0.0,0.0,27.1,18.7,79,135,-13.9
Jarrett Allen,32:50,.710,.636,.000,.636,8.6,22.8,15.5,4.1,0.0,4.0,6.6,19.5,148,130,2.3
Kevin Love,21:09,.666,.500,.600,.800,6.7,49.6,27.5,10.9,0.0,0.0,22.8,17.6,124,132,1.5
Cedi Osman,15:14,.875,.875,.250,.000,0.0,29.5,14.3,17.2,0.0,0.0,20.0,14.0,145,133,5.8
Dean Wade,14:24,1.500,1.500,1.000,.000,0.0,20.8,10.1,0.0,0.0,0.0,0.0,3.0,300,134,1.0
Isaac Okoro,6:23,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,135,-4.1
Robin Lopez,3:21,,,,,42.1,0.0,21.7,31.1,0.0,0.0,,0.0,223,134,7.6
Raul Neto,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Lamar Stevens,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
