Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jrue Holiday,32:28,.741,.717,.200,.333,22.4,9.2,14.6,41.6,1.4,2.1,14.9,48.1,143,127,13.1
Giannis Antetokounmpo,32:10,.786,.778,.000,.778,13.6,43.5,31.3,48.3,1.4,0.0,17.1,35.0,149,122,18.6
Brook Lopez,31:19,.685,.643,.143,.214,13.9,16.0,15.1,3.5,0.0,6.5,6.1,20.1,149,124,-1.1
Jevon Carter,27:30,.667,.667,.833,.000,0.0,7.3,4.3,6.6,0.0,0.0,0.0,8.4,164,132,-3.4
Grayson Allen,25:58,.436,.333,.333,.333,0.0,7.7,4.6,9.9,3.5,0.0,0.0,5.1,144,124,-1.0
Bobby Portis,23:13,.761,.786,.143,.286,6.3,30.2,20.4,0.0,0.0,0.0,20.2,16.4,123,127,-6.3
Wesley Matthews,20:21,.875,.875,.500,.000,0.0,4.9,2.9,4.6,0.0,0.0,0.0,7.6,189,132,0.0
Pat Connaughton,19:42,.000,.000,.667,.000,14.8,10.2,12.0,0.0,0.0,0.0,0.0,5.9,65,131,-13.5
A.J. Green,18:09,.643,.643,.857,.000,0.0,5.5,3.3,5.3,0.0,0.0,0.0,14.9,158,132,-2.2
Goran Dragić,4:42,.000,.000,.000,.000,0.0,0.0,0.0,0.0,9.5,0.0,66.7,24.7,0,112,-23.7
Thanasis Antetokounmpo,2:14,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,134,-5.8
MarJon Beauchamp,2:14,,,,,0.0,44.8,26.5,0.0,0.0,30.3,100.0,34.6,0,97,-21.1
Joe Ingles,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
