Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jevon Carter,30:40,.723,.708,.750,.083,0.0,6.8,3.4,0.0,1.7,3.2,13.9,19.6,125,101,4.7
Bobby Portis,29:16,.400,.400,.333,.000,14.0,60.6,37.0,11.0,0.0,0.0,6.3,22.7,105,93,-0.4
Jrue Holiday,28:50,.425,.300,.300,.400,14.2,7.2,10.7,65.6,1.8,0.0,20.3,21.3,124,103,6.0
MarJon Beauchamp,24:48,.111,.111,.667,.000,12.4,8.4,10.4,0.0,2.0,0.0,18.2,18.4,39,101,-21.2
Brook Lopez,23:42,.760,.750,.563,.063,8.6,4.4,6.5,11.4,2.1,4.1,15.4,34.1,127,100,12.8
Serge Ibaka,24:05,.592,.400,.400,.800,4.2,21.7,12.9,11.7,0.0,8.1,22.8,15.1,114,97,0.3
Jordan Nwora,22:18,.530,.450,.500,.300,0.0,14.0,6.9,7.3,2.3,0.0,0.0,21.1,130,100,2.0
George Hill,21:11,.347,.500,.000,1.000,0.0,9.9,4.9,12.7,0.0,0.0,51.0,11.5,49,106,-15.5
Grayson Allen,20:53,1.070,1.063,.750,.250,0.0,5.0,2.5,9.5,4.9,4.7,18.4,21.7,157,94,25.8
Wesley Matthews,13:15,.000,.000,.667,.000,30.8,7.9,19.5,9.5,0.0,0.0,0.0,9.4,89,107,-5.8
Thanasis Antetokounmpo,0:58,,,,,0.0,100.0,53.4,0.0,0.0,100.0,,0.0,0,10,51.8
