Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Giannis Antetokounmpo,36:06,.911,1.056,.111,.778,3.4,31.1,18.6,42.8,0.0,4.1,19.9,19.4,154,111,15.3
Khris Middleton,32:07,.720,.731,.615,.154,7.7,19.1,13.9,23.0,0.0,2.3,22.4,25.9,113,115,2.9
Brook Lopez,31:30,.719,.633,.400,.467,3.9,13.0,8.9,10.4,1.6,4.7,5.2,28.2,140,111,6.3
Jrue Holiday,30:19,.564,.438,.375,.500,4.1,0.0,1.8,29.0,1.6,2.4,23.5,19.6,114,116,-1.1
Grayson Allen,25:33,.143,.143,.857,.000,0.0,8.0,4.4,0.0,0.0,2.9,0.0,12.7,31,117,-15.7
Bobby Portis,24:11,.538,.538,.462,.000,5.1,33.8,20.8,6.4,0.0,0.0,7.1,26.9,99,114,-3.4
Joe Ingles,21:22,.750,.750,1.000,.000,0.0,23.9,13.1,29.2,2.3,0.0,0.0,8.7,170,111,5.9
Jevon Carter,20:26,.500,.500,1.000,.000,0.0,5.0,2.7,19.6,0.0,3.6,0.0,20.5,111,117,-0.9
Pat Connaughton,18:26,.901,.875,.500,.250,6.7,5.5,6.1,14.8,0.0,0.0,0.0,11.2,187,121,6.9
MarJon Beauchamp,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Meyers Leonard,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Wesley Matthews,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Lindell Wigginton,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
