Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jevon Carter,31:51,.550,.550,.300,.000,3.7,10.0,7.0,36.0,1.6,5.4,9.1,14.8,136,102,7.6
Giannis Antetokounmpo,31:32,.350,.333,.111,.611,7.4,33.8,21.2,38.2,0.0,0.0,8.1,33.8,95,107,-2.7
Brook Lopez,30:20,1.045,1.038,.692,.154,3.9,14.1,9.2,6.3,1.7,8.5,6.7,21.0,183,98,25.1
Bobby Portis,29:43,.563,.500,.125,.250,0.0,39.5,20.7,9.4,1.7,0.0,10.1,14.3,116,102,0.4
MarJon Beauchamp,26:38,.125,.125,.375,.000,17.6,4.0,10.5,4.6,0.0,0.0,20.0,16.1,57,112,-17.1
Jordan Nwora,28:40,.831,.850,.900,.600,0.0,11.2,5.8,5.4,1.8,3.0,19.2,23.4,126,104,10.2
George Hill,18:59,.583,.583,.667,.000,6.2,11.2,8.8,22.7,0.0,0.0,25.0,18.1,107,111,-6.5
Serge Ibaka,17:33,.750,.750,.333,.000,13.3,12.2,12.7,9.1,0.0,0.0,14.3,17.1,136,111,3.0
A.J. Green,15:15,.375,.375,1.000,.000,7.7,14.0,11.0,0.0,3.4,0.0,0.0,11.3,100,102,-5.2
Sandro Mamukelashvili,7:34,.443,.333,.667,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,100,113,-13.8
Thanasis Antetokounmpo,1:55,,,,,61.1,55.7,58.2,61.1,0.0,0.0,100.0,22.4,83,103,4.2
