Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
OG Anunoby,34:14,.500,.500,.286,.000,0.0,3.7,1.6,4.4,1.5,0.0,12.5,9.9,93,126,-7.0
Pascal Siakam,32:54,.511,.500,.292,.042,5.8,23.0,13.3,34.1,0.0,0.0,14.1,36.5,98,126,5.2
Scottie Barnes,31:24,.419,.385,.077,.231,3.1,8.0,5.2,27.0,0.0,6.4,12.3,22.0,92,124,-0.9
Jakob Poeltl,27:14,.888,.833,.000,.500,0.0,41.7,18.0,19.4,3.7,3.7,0.0,11.4,188,111,16.0
Gary Trent Jr.,26:57,.252,.192,.385,.154,10.7,14.1,12.1,5.5,0.0,0.0,0.0,21.8,73,128,-9.4
Chris Boucher,18:27,.436,.333,.333,.333,26.0,6.8,17.7,0.0,0.0,5.4,22.5,20.3,92,125,-9.3
Jeff Dowtin,17:45,.500,.500,.143,.000,0.0,7.1,3.1,19.4,0.0,0.0,22.2,21.4,85,129,-6.6
Precious Achiuwa,16:04,.583,.583,.167,.000,6.0,15.7,10.2,0.0,0.0,0.0,25.0,21.0,87,128,-6.5
Malachi Flynn,9:09,.735,.833,.333,1.333,0.0,13.8,6.0,20.6,0.0,0.0,0.0,22.0,152,128,11.5
Joe Wieskamp,6:42,.000,.000,1.000,.000,0.0,37.7,16.3,0.0,0.0,0.0,0.0,18.9,0,123,-24.2
Dalano Banton,4:42,.000,.000,.000,.000,0.0,26.9,11.6,0.0,10.7,0.0,50.0,18.0,0,99,-16.3
Ron Harper Jr.,4:42,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,103,131,-4.5
Juancho Hernangómez,4:42,.000,.000,1.000,.000,0.0,26.9,11.6,28.4,0.0,0.0,0.0,9.0,50,126,-3.9
Christian Koloko,4:42,.000,.000,.000,.000,20.4,0.0,11.6,0.0,0.0,0.0,0.0,9.0,54,130,-16.9
Thaddeus Young,0:22,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,131,-9.1
