Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Gary Trent Jr.,38:02,.865,.833,.600,.267,0.0,3.5,1.5,8.9,0.0,0.0,5.6,20.2,166,122,6.4
Fred VanVleet,37:28,.616,.568,.500,.409,0.0,17.8,7.7,18.2,1.3,0.0,0.0,30.0,138,117,6.4
Scottie Barnes,37:12,.547,.500,.636,.182,11.0,7.2,9.3,14.4,0.0,2.2,7.8,15.0,131,119,-1.5
Pascal Siakam,36:22,.539,.525,.150,.150,5.6,14.7,9.5,19.0,2.7,0.0,12.3,28.9,108,114,-2.9
Precious Achiuwa,29:22,.411,.286,.286,1.286,10.4,22.7,15.8,8.7,1.7,2.8,15.4,19.1,95,113,-10.0
Chris Boucher,22:35,.500,.500,.364,.000,13.6,29.5,20.5,0.0,2.2,10.8,8.3,23.0,106,104,-1.8
Christian Koloko,16:34,,,,,6.2,48.3,24.4,14.1,6.0,9.8,,0.0,234,94,7.7
Malachi Flynn,15:37,.000,.000,.667,.000,0.0,17.1,7.4,15.0,6.3,0.0,0.0,8.3,46,107,-4.4
Juancho Hernangómez,4:33,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0,122,-17.8
Dalano Banton,2:15,,,,,0.0,0.0,0.0,52.0,0.0,0.0,100.0,19.2,47,119,-30.9
Khem Birch,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Thaddeus Young,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
