Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
OG Anunoby,35:49,.522,.500,.438,.313,8.2,21.7,14.0,11.3,2.9,3.0,9.9,23.8,106,116,4.1
Pascal Siakam,35:47,.686,.633,.200,.600,5.5,29.0,15.6,38.5,0.0,0.0,20.9,28.3,118,124,6.6
Fred VanVleet,34:13,.041,.000,.727,.273,2.9,7.6,4.9,21.3,1.5,0.0,7.5,16.5,37,124,-17.1
Gary Trent Jr.,32:57,.467,.467,.467,.000,3.0,11.8,6.8,18.0,1.6,0.0,11.8,21.8,95,123,-1.9
Scottie Barnes,28:54,.825,.786,.571,.286,6.8,18.0,11.6,6.3,1.8,0.0,20.2,14.5,132,122,4.3
Chris Boucher,22:06,.546,.583,.333,.500,0.0,17.6,7.6,8.2,2.3,14.8,12.0,15.9,100,109,2.2
Precious Achiuwa,14:57,.000,.000,.500,.000,13.1,8.7,11.2,9.7,0.0,7.3,25.0,22.6,21,122,-22.9
Christian Koloko,10:02,.798,1.000,.000,2.000,19.5,0.0,11.1,17.0,10.2,0.0,0.0,7.9,178,104,13.7
Dalano Banton,8:45,.400,.400,.400,.000,11.2,14.8,12.8,0.0,5.8,0.0,16.7,29.0,74,112,-3.9
Malachi Flynn,5:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,129,-13.6
Thaddeus Young,4:55,.000,.000,1.000,.000,0.0,52.8,22.7,0.0,0.0,0.0,0.0,8.6,0,120,-13.7
Justin Champagnie,3:14,1.000,1.000,.000,.000,30.3,0.0,17.3,0.0,0.0,0.0,0.0,13.1,206,129,12.6
Juancho Hernangómez,3:14,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,39.2,0,129,-46.0
Khem Birch,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
