Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Domantas Sabonis,38:04,.720,.722,.111,.444,10.0,29.4,18.5,19.8,1.3,2.2,8.5,26.5,142,128,5.5
De'Aaron Fox,36:55,.668,.619,.286,.238,0.0,8.7,3.8,53.8,1.3,0.0,14.7,31.6,134,132,5.4
Harrison Barnes,23:47,.376,.250,.250,.750,10.6,0.0,5.9,9.4,2.0,0.0,8.6,21.0,97,132,-12.0
Keegan Murray,20:35,.357,.357,.714,.000,6.1,7.8,6.9,5.5,0.0,0.0,0.0,14.6,97,135,-11.3
Kevin Huerter,17:35,.600,.600,.800,.000,0.0,18.2,8.0,6.6,2.8,0.0,0.0,12.2,131,128,-5.4
Malik Monk,30:02,.698,.667,.381,.286,0.0,10.7,4.7,17.2,1.6,0.0,7.8,36.6,132,131,4.5
Trey Lyles,24:28,.833,.833,.333,.000,15.5,39.2,26.0,18.2,4.0,0.0,0.0,5.3,198,122,8.4
Davion Mitchell,21:04,.625,.625,.500,.000,6.0,7.6,6.7,10.7,2.3,0.0,20.0,10.2,121,130,-3.1
KZ Okpala,17:34,1.500,1.500,1.000,.000,0.0,18.2,8.0,6.2,2.8,14.1,66.7,7.3,72,116,4.4
Richaun Holmes,9:56,.000,.000,.000,.000,12.7,0.0,7.1,0.0,4.9,16.7,0.0,4.3,78,112,-5.3
Terence Davis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Matthew Dellavedova,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Alex Len,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Chimezie Metu,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Neemias Queta,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
