Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
De'Aaron Fox,38:26,.686,.636,.318,.364,5.9,7.1,6.5,22.7,1.3,0.0,16.4,34.5,123,127,4.3
Domantas Sabonis,37:44,.732,.583,.083,.833,18.2,32.7,24.8,31.7,2.6,0.0,19.6,23.5,142,121,9.2
Harrison Barnes,35:52,.619,.563,.500,.250,0.0,7.6,3.5,0.0,0.0,0.0,0.0,10.7,134,130,-5.3
Kevin Huerter,35:21,.605,.643,.643,.143,6.5,3.9,5.3,9.9,1.4,6.2,11.8,20.7,114,122,2.8
Keegan Murray,20:30,.429,.429,.857,.000,5.6,26.8,15.2,43.5,0.0,3.5,0.0,14.8,136,124,7.2
Terence Davis,22:14,.688,.688,.625,.000,0.0,12.3,5.6,7.6,4.5,0.0,27.3,21.5,95,120,-1.7
Trey Lyles,18:09,.254,.143,.286,.286,12.6,37.8,24.0,0.0,0.0,0.0,11.3,21.2,68,126,-17.2
Chimezie Metu,10:16,,,,,0.0,0.0,0.0,12.6,4.9,0.0,100.0,4.2,47,121,-3.3
Kessler Edwards,10:11,.000,.000,1.000,.000,0.0,13.5,6.1,25.5,0.0,0.0,0.0,4.3,101,129,-3.0
Davion Mitchell,9:38,.000,.000,.667,.000,0.0,14.2,6.5,0.0,5.2,0.0,0.0,13.5,0,118,-18.4
Keon Ellis,0:52,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0,130,-134.6
Matthew Dellavedova,0:47,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,131,-9.0
Richaun Holmes,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Alex Len,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Neemias Queta,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
