Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Domantas Sabonis,31:31,.712,.600,.100,.600,12.7,46.4,31.6,40.2,4.5,0.0,28.3,23.0,132,102,12.1
Kevin Huerter,25:56,.625,.625,.750,.000,5.1,12.1,9.0,0.0,1.8,0.0,11.1,14.3,119,116,-5.4
De'Aaron Fox,25:41,.837,.800,.267,.533,0.0,12.2,6.8,21.2,1.8,0.0,17.8,36.1,138,116,7.9
Keegan Murray,25:20,.714,.714,.714,.000,5.3,4.1,4.6,4.8,0.0,6.9,0.0,11.4,159,117,2.2
Harrison Barnes,23:44,.735,.688,.250,.625,5.6,4.4,4.9,11.0,2.0,0.0,8.9,19.4,148,118,2.8
Davion Mitchell,23:26,.500,.500,.667,.000,5.7,4.5,5.0,18.2,2.0,0.0,25.0,7.0,128,118,-3.2
Malik Monk,20:45,.638,.650,.300,.400,6.4,10.1,8.5,14.0,0.0,0.0,7.8,25.3,130,121,-3.0
Trey Lyles,20:31,.583,.583,.667,.000,6.5,20.3,14.3,11.7,0.0,0.0,0.0,12.0,146,119,-2.0
Terence Davis,18:24,.820,.800,.500,.500,7.2,17.0,12.7,16.6,0.0,4.7,19.7,34.0,134,116,7.3
Chimezie Metu,14:41,.225,.250,.000,.250,9.1,28.4,19.9,7.5,6.4,5.9,0.0,12.4,83,97,-4.1
Kessler Edwards,3:55,.000,.000,.333,.000,34.0,0.0,14.9,0.0,0.0,0.0,0.0,31.5,34,124,-40.1
Matthew Dellavedova,2:09,.000,.000,1.000,.000,0.0,48.5,27.2,0.0,0.0,0.0,0.0,19.1,0,112,-28.3
Richaun Holmes,2:09,1.136,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,250,124,10.6
Alex Len,1:48,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45.7,0,123,-67.3
