Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Devin Booker,35:23,.592,.604,.292,.125,3.2,6.3,4.8,31.3,1.4,0.0,3.8,33.0,124,122,3.5
Mikal Bridges,32:48,.856,.857,.429,.571,3.5,13.6,8.6,3.9,0.0,2.8,10.2,13.2,152,121,1.4
Cameron Johnson,31:14,.633,.633,.733,.000,0.0,25.0,12.7,4.5,1.6,0.0,0.0,21.3,126,112,2.2
Chris Paul,31:14,.543,.429,.571,.714,0.0,3.6,1.8,57.1,0.0,0.0,0.0,13.1,160,127,3.9
Bismack Biyombo,21:59,.781,1.000,.000,5.000,0.0,25.4,12.8,0.0,0.0,20.6,38.5,10.5,89,107,-0.9
Jock Landale,23:26,.743,.667,.111,.444,24.4,9.5,16.9,0.0,2.2,3.9,15.7,24.2,138,117,-1.2
Torrey Craig,18:19,.000,.000,1.000,.000,12.5,0.0,6.2,5.8,0.0,4.9,50.0,4.8,86,126,-8.7
Cameron Payne,16:46,.500,.500,.583,.000,0.0,13.3,6.7,37.3,12.1,0.0,20.0,39.7,91,94,7.7
Landry Shamet,15:12,.644,.667,.833,.667,0.0,7.3,3.7,8.9,6.7,0.0,11.4,25.6,114,109,5.7
Damion Lee,11:35,.781,.000,1.000,5.000,9.9,19.3,14.6,0.0,0.0,0.0,0.0,12.3,184,119,-0.7
Josh Okogie,1:01,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,200,128,30.9
Duane Washington Jr.,1:01,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-8.6
Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
