Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mikal Bridges,36:29,.389,.389,.333,.000,2.8,8.8,5.7,13.5,0.0,2.6,10.0,11.9,98,104,-4.3
Devin Booker,34:49,.769,.738,.429,.190,2.9,0.0,1.5,22.0,1.5,0.0,11.6,32.2,136,105,15.8
Chris Paul,32:37,.318,.318,.727,.000,9.4,16.4,12.8,42.0,1.6,2.9,15.4,17.3,106,98,1.5
Deandre Ayton,28:45,.568,.545,.091,.091,7.1,22.3,14.5,5.1,0.0,3.3,25.9,23.4,89,99,-7.9
Cameron Johnson,22:36,.917,.917,.667,.000,4.5,18.9,11.5,12.3,2.2,0.0,0.0,11.6,185,98,11.2
Torrey Craig,24:50,.571,.571,.714,.000,12.3,25.8,18.9,10.4,0.0,0.0,0.0,12.3,142,101,4.7
Jock Landale,17:19,.533,.500,.250,.125,11.8,49.3,30.1,8.7,0.0,0.0,0.0,21.2,126,96,4.3
Cameron Payne,14:34,.421,.409,.273,.182,0.0,7.3,3.6,22.1,3.5,0.0,14.4,41.5,81,99,-5.7
Landry Shamet,13:20,.680,.600,1.000,.400,0.0,8.0,3.9,10.1,3.8,0.0,0.0,19.2,149,97,10.5
Damion Lee,12:13,.333,.333,.667,.000,0.0,8.7,4.3,10.1,0.0,0.0,0.0,10.7,90,106,-7.1
Josh Okogie,1:14,1.136,,,,0.0,86.5,42.3,0.0,0.0,0.0,0.0,31.1,250,86,40.6
Duane Washington Jr.,1:14,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0,108,-40.4
Bismack Biyombo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
