Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mikal Bridges,38:25,.288,.231,.308,.154,6.2,6.1,6.2,8.3,0.0,4.4,0.0,15.0,89,111,-7.1
Cameron Payne,32:11,.400,.400,.300,.000,3.7,14.6,9.2,20.1,1.5,2.6,23.1,16.8,92,109,-3.1
Deandre Ayton,31:29,.716,.647,.059,.529,7.6,44.6,26.4,14.2,0.0,5.3,4.6,29.1,150,106,11.5
Devin Booker,30:40,.923,.920,.280,.240,0.0,15.3,7.7,53.1,1.5,0.0,6.7,40.3,173,111,32.9
Torrey Craig,29:31,.500,.500,.571,.000,8.1,7.9,8.0,0.0,0.0,0.0,0.0,9.9,121,115,-4.6
Damion Lee,25:15,.872,.833,.500,.333,0.0,23.2,11.7,4.6,0.0,0.0,12.7,13.0,154,113,1.7
Landry Shamet,18:33,.857,.857,1.000,.000,6.5,12.6,9.6,6.7,2.5,0.0,12.5,18.0,152,109,11.9
Ish Wainright,9:28,.000,.000,1.000,.000,12.7,0.0,6.3,10.3,0.0,0.0,0.0,4.4,109,116,-5.8
Jock Landale,8:55,.515,.333,.333,.667,13.5,26.3,19.9,12.3,0.0,0.0,43.6,32.1,76,113,-16.7
Bismack Biyombo,7:36,.000,.000,.000,.000,0.0,30.8,15.6,0.0,0.0,0.0,33.3,16.4,0,113,-21.8
Duane Washington Jr.,4:41,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,26.7,0,115,-41.2
Josh Okogie,3:16,,,,,0.0,35.8,18.1,0.0,0.0,0.0,,0.0,0,112,-1.8
Dario Šarić,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
