Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mikal Bridges,38:01,.750,.750,.100,.000,0.0,7.7,3.4,13.5,2.6,0.0,16.7,14.5,123,115,1.7
Landry Shamet,33:06,.393,.393,.500,.000,0.0,8.8,3.9,13.9,1.5,0.0,0.0,19.4,88,118,-5.3
Deandre Ayton,29:52,.415,.375,.000,.125,11.5,39.0,23.6,35.2,0.0,3.3,0.0,25.9,109,116,3.2
Dario Šarić,26:05,.500,.500,.667,.000,0.0,22.3,9.8,10.5,3.8,0.0,40.0,8.8,73,112,-3.5
Torrey Craig,23:39,.417,.417,.500,.000,9.7,24.6,16.2,6.2,2.1,0.0,25.0,15.5,79,115,-6.0
Damion Lee,25:45,.608,.375,.500,1.000,0.0,16.9,7.5,0.0,0.0,0.0,14.8,12.0,107,121,-6.6
Duane Washington Jr.,25:04,.647,.639,.333,.167,0.0,5.8,2.6,29.1,0.0,0.0,17.2,42.6,102,121,3.5
Jock Landale,18:08,.700,.700,.300,.000,6.3,32.1,17.6,25.1,2.7,5.4,16.7,30.3,113,108,11.7
Ish Wainright,11:00,.000,.000,1.000,.000,0.0,13.2,5.8,11.8,0.0,0.0,75.0,16.6,15,119,-24.6
Josh Okogie,9:20,.694,.500,.500,1.000,0.0,15.6,6.9,16.1,0.0,0.0,0.0,14.1,155,121,3.2
Bismack Biyombo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
