Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Mikal Bridges,42:20,.581,.500,.417,.333,2.3,7.7,4.9,15.5,0.0,0.0,0.0,15.6,136,121,0.1
Chris Paul,38:22,.688,.688,.438,.000,0.0,17.1,8.1,52.7,1.4,0.0,11.1,22.5,136,115,7.8
Cameron Johnson,32:52,.854,.875,.583,.167,8.9,16.6,12.6,0.0,0.0,3.4,0.0,18.8,165,116,12.6
Deandre Ayton,31:04,.389,.300,.050,.500,22.1,45.6,33.2,12.0,0.0,7.2,7.6,40.8,95,106,-4.8
Torrey Craig,28:21,.417,.417,.500,.000,3.5,11.5,7.3,21.4,0.0,3.9,14.3,11.8,102,117,-3.1
Damion Lee,18:01,,,,,0.0,12.1,5.7,15.2,6.2,0.0,100.0,5.3,43,105,-8.0
Ish Wainright,13:22,.250,.250,.833,.000,0.0,16.3,7.7,11.4,0.0,8.4,0.0,21.5,66,112,-10.5
Bismack Biyombo,9:31,.667,.667,.000,.000,0.0,34.4,16.3,20.2,0.0,11.7,0.0,15.1,141,106,10.4
Josh Okogie,9:10,.000,.000,.667,.000,10.7,0.0,5.6,0.0,6.1,0.0,0.0,31.4,14,109,-29.8
Duane Washington Jr.,5:14,.333,.333,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,70,123,-15.7
Jock Landale,4:30,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,200,123,1.5
Saben Lee,4:23,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,123,-12.1
Dario Šarić,2:46,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0,119,-39.9
