Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Devin Booker,36:57,.679,.607,.357,.357,3.9,11.3,8.2,36.5,1.3,0.0,23.6,25.9,122,122,2.1
Kevin Durant,34:48,.740,.690,.333,.286,0.0,15.0,8.7,24.6,0.0,4.9,7.8,33.3,138,121,12.9
Chris Paul,32:12,.714,.667,.556,.556,0.0,9.7,5.7,30.9,1.5,0.0,21.1,19.9,129,123,0.7
Deandre Ayton,30:40,.690,.667,.000,.333,9.5,30.6,21.8,0.0,0.0,0.0,6.8,21.7,130,118,-0.2
Josh Okogie,26:27,.532,.500,.500,2.000,0.0,11.8,6.9,8.2,0.0,3.2,21.0,8.1,103,123,-3.2
Bismack Biyombo,15:12,1.042,1.000,.000,1.000,0.0,41.2,24.0,0.0,0.0,5.6,0.0,4.3,219,111,3.0
Landry Shamet,12:24,.595,.600,1.000,.400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,112,130,-3.6
Torrey Craig,12:18,.735,.700,.400,.200,0.0,8.5,4.9,11.4,4.0,7.0,0.0,20.0,147,113,7.1
Terrence Ross,11:19,.000,.000,1.000,.000,25.7,0.0,10.7,9.2,0.0,0.0,0.0,8.0,97,130,-8.5
T.J. Warren,11:07,.600,.600,.800,.000,0.0,9.4,5.5,11.6,0.0,0.0,0.0,20.3,120,126,0.6
Cameron Payne,8:49,.625,.625,.500,.000,0.0,0.0,0.0,46.5,0.0,0.0,20.0,25.6,118,129,-7.4
Ish Wainright,7:47,1.500,1.500,1.000,.000,0.0,13.4,7.8,0.0,6.3,11.0,0.0,5.8,300,104,23.3
Darius Bazley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jock Landale,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Damion Lee,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
