Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Zach LaVine,42:37,.609,.522,.478,.565,0.0,32.6,15.7,26.5,0.0,2.9,6.5,32.6,125,120,4.0
Ayo Dosunmu,42:33,.582,.542,.250,.167,2.8,8.9,5.7,16.5,0.0,0.0,0.0,13.7,134,126,-3.5
Nikola Vučević,36:31,.503,.528,.278,.111,3.2,20.8,11.6,12.9,0.0,6.7,17.5,28.3,87,119,-6.8
Alex Caruso,29:49,.500,.500,.600,.000,3.9,4.2,4.1,12.8,4.8,4.1,16.7,9.1,109,112,-0.9
Patrick Williams,28:40,.550,.550,.300,.000,4.1,4.4,4.2,10.3,3.4,0.0,9.1,17.3,108,118,-1.6
Coby White,33:19,.970,.958,.667,.167,0.0,11.4,5.5,10.3,2.9,0.0,7.2,18.8,170,118,12.4
Dalen Terry,15:02,.000,.000,1.000,.000,7.8,8.4,8.1,7.8,0.0,8.2,50.0,12.0,36,120,-16.5
Andre Drummond,11:29,.521,.500,.000,1.000,10.2,66.0,37.0,0.0,12.6,10.7,41.0,19.2,72,79,2.6
Tony Bradley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Malcolm Hill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Carlik Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
