Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
DeMar DeRozan,36:47,.575,.478,.087,.478,3.0,19.8,10.2,42.0,1.4,0.0,9.7,37.8,116,110,7.2
Ayo Dosunmu,31:00,.389,.389,.444,.000,3.5,18.8,10.1,10.9,1.6,0.0,0.0,13.1,96,110,-4.2
Alex Caruso,30:45,.307,.250,.500,.500,0.0,14.2,6.1,5.0,5.0,2.9,45.0,13.0,39,100,-6.8
Nikola Vučević,29:59,.622,.429,.500,.857,7.3,29.1,16.6,6.4,0.0,0.0,4.9,30.5,132,112,6.8
Patrick Williams,23:57,.595,.500,.600,.400,4.6,0.0,2.6,0.0,0.0,3.7,14.5,12.9,109,112,-3.1
Coby White,31:03,.644,.667,.667,.667,0.0,9.4,4.0,5.5,1.6,0.0,11.4,12.7,114,111,-1.1
Goran Dragić,23:17,.438,.438,.375,.000,9.4,0.0,5.4,38.4,0.0,0.0,0.0,15.5,121,116,-1.4
Andre Drummond,18:01,.727,.833,.000,.333,18.2,56.5,34.6,13.5,0.0,4.9,30.4,24.7,100,105,1.7
Javonte Green,15:11,.000,.000,.500,.000,0.0,9.6,4.1,19.2,6.7,0.0,0.0,11.9,29,99,-6.1
Tony Bradley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Malcolm Hill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Derrick Jones Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Marko Simonovic,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dalen Terry,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
