Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
DeMar DeRozan,45:19,.616,.476,.000,.714,2.3,29.2,15.5,25.8,0.0,0.0,3.5,26.1,138,114,6.7
Zach LaVine,39:15,.606,.594,.313,.188,0.0,8.4,4.1,11.3,0.0,0.0,28.8,25.6,86,117,-9.4
Nikola Vučević,36:37,.591,.591,.182,.000,5.8,18.1,11.8,3.7,2.6,0.0,0.0,12.4,129,110,1.4
Patrick Williams,25:04,.400,.400,.300,.000,8.5,22.0,15.1,5.3,0.0,7.2,16.7,19.8,80,110,-5.7
Ayo Dosunmu,13:48,.200,.200,.200,.000,15.4,0.0,7.8,26.1,3.4,0.0,16.7,18.0,77,111,-5.1
Coby White,31:28,.500,.500,.750,.000,3.4,17.5,10.3,16.3,1.5,0.0,0.0,15.8,120,113,1.7
Derrick Jones Jr.,25:31,.888,.929,.286,.286,8.3,0.0,4.2,11.7,3.7,10.6,0.0,12.8,181,102,15.6
Goran Dragić,17:16,.143,.143,.571,.000,0.0,0.0,0.0,41.0,0.0,0.0,22.2,21.6,58,119,-16.3
Andre Drummond,16:23,.678,.667,.000,.333,19.4,40.4,29.7,0.0,14.4,0.0,8.8,28.6,128,79,17.9
Javonte Green,14:19,.500,.500,.500,.000,0.0,23.1,11.3,0.0,0.0,6.3,66.7,17.3,28,110,-17.4
Tony Bradley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Malcolm Hill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dalen Terry,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
